S.No,Type,Constituency,Winner Candidate,Winner Party.1,Winner Votes,Winner Votes %,Runner Up Candidate,Runner Up Party,Runner Up Votes,Runner Up %,Margin,Valid Votes,Electors,Poll%
174,GEN,TENKASI,"RAVI ARUNAN, K.",TMC(M),60758,52.82,ALADI SANKARAIYA,INC,29998,26.08,30760,115038,173679,66.23598708
175,GEN,THALLI,"RAJA REDDI, S.",CPI,26427,28.78,VENKATARAMA REDDI,INC,18938,20.63,7489,91819,158379,57.97422638
176,GEN,THANDARAMBATTU,"MANIVARMA, K.",TMC(M),72636,62.96,"KUPPUSAMY, A.P.",ADMK,32822,28.45,39814,115376,167532,68.86803715
177,GEN,THANJAVUR,UBAYADULLAH S.N.M.,DMK,79471,65.82,SOMASUNDARAM S.D.,ADMK,34389,28.48,45082,120738,188675,63.99257983
178,GEN,THEAGARAYA NAGAR,"CHELLAKUMAR, A.",TMC(M),76461,67.16,"VIJAYAN, S.",ADMK,27463,24.12,48998,113853,208349,54.64533067
179,GEN,THENI,"ALAGARAJA, N.R.",TMC(M),77522,62.76,"NEDUNCHEZHIYAN, V.R.",ADMK,28378,22.97,49144,123522,183063,67.47513151
180,GEN,THIRUMANGALAM,M. MUTHURAMALINGAM,DMK,56950,53.41,S. ANDITHEVAR,ADMK,28025,26.28,28925,106622,165523,64.41521722
181,GEN,THIRUMAYAM,CHINNAIAH V.,TMC(M),53552,47.35,REGUPATHY S.,ADMK,41664,36.84,11888,113093,181332,62.36792182
182,GEN,THIRUNAVALUR,A.J. MANIKKANNAN,DMK,43983,41.28,K.G.P. GNANAMOORTHY,ADMK,31547,29.61,12436,106548,155662,68.44830466
183,GEN,THIRUVATTAR,V. ALBAN,DMK,37523,41.23,J. HEMA CHANDRAN,CPM,25169,27.66,12354,91005,154690,58.83056435
184,GEN,THIRUVERAMBUR,K. DURAI,DMK,78692,62.6,T. RATHINAVEL,ADMK,31939,25.41,46753,125709,214373,58.64031385
185,GEN,THIRUVIDAMARUDUR,RAMALINGAM S.,DMK,70500,59.67,LOGANATHAN T.R.,INC,28559,24.17,41941,118155,166439,70.9899723
186,GEN,THIRUVONAM,RAMACHANDRAN N.,DMK,72403,57.36,THANGAMUTHU K.,ADMK,40853,32.37,31550,126215,176055,71.69066485
187,GEN,THIRUVOTTIYUR,"VIJAYAN, T.C.",DMK,115939,64.19,"BALRAJ, B.",ADMK,40917,22.65,75022,180624,319663,56.50450631
188,GEN,THONDAMUTHUR,"RAMACHANDRAN, C.R.",DMK,113025,60.23,"MALARAVAN, T.",ADMK,50888,27.12,62137,187656,300961,62.35226491
189,GEN,THOTTIAM,K. KANNAIYAN,DMK,74903,65.22,N. NEDUMARAN,ADMK,33921,29.54,40982,114846,165008,69.60026181
190,GEN,THOUSAND LIGHTS,"STALIN, M.K.",DMK,66905,69.72,ZEENATH SHERIFFDEEN,ADMK,22028,22.95,44877,95968,167016,57.46036308
191,GEN,TINDIVANAM,"SEDUNATHAN, R.",DMK,45448,45.4,"KARUNANITHI, M.",PMK,20068,20.05,25380,100106,153450,65.23688498
192,GEN,TIRUCHENDUR,S. JENNIFER CHANDRAN,DMK,59206,59.22,T. THAMOTHARAN,ADMK,28175,28.18,31031,99973,180531,55.37719284
193,GEN,TIRUCHENGODE,"ARUMUGAM, T.P.",DMK,96456,58.1,"CHINNUSAMY, S.",ADMK,53836,32.43,42620,166010,275045,60.35739606
194,GEN,TIRUCHIRAPALLI-I,B. BARANIKUMAR,DMK,48045,63.47,PA. KRISHNAN,ADMK,20535,27.13,27510,75701,120155,63.00278807
195,GEN,TIRUCHIRAPALLI-II,ANBIL POYYAMOZHI,DMK,71058,68.24,SELVARAJ P.,ADMK,26229,25.19,44829,104123,180447,57.70281579
196,GEN,TIRUNELVELI,"SUBRAMANIAN, A.L.",DMK,59914,52.48,"KARUPPASAMY PANDIAN, V.",ADMK,36590,32.05,23324,114165,170499,66.959337
197,GEN,TIRUPPARANKUNDRAM,"RAMACHANDRAN, C.",DMK,99379,60.75,"SHANMUGAM, S.V.",ADMK,37970,23.21,61409,163580,268006,61.03594696
198,GEN,TIRUPPATTUR,"SHANMUGAM, G.",DMK,66207,53.44,"MANI, P.G.",ADMK,34549,27.89,31658,123897,193029,64.18569231
199,SC,TIRUPPORUR,"CHOKKALINGAM, G.",DMK,62414,50.77,"LOGANATHAN, N.K.",ADMK,30518,24.82,31896,122935,188360,65.26598004
200,GEN,TIRUPPUR,"SUBBARAYAN, K.",CPI,101392,50.65,"SIVASAMY, C.",ADMK,60337,30.14,41055,200187,329182,60.81347097
201,SC,TIRUTHURAIPUNDI,PALANISAMI G.,CPI,79103,63.39,GOPALSAMI K.,INC,25415,20.37,53688,124786,172586,72.3036631
202,GEN,TIRUTTANI,"SIVAJI, E.A.P.",DMK,58049,53.9,"HARI, G.",ADMK,28507,26.47,29542,107691,162521,66.26282142
203,GEN,TIRUVADANAI,"RAMASAMY, KR.",TMC(M),68837,61.77,"SAKTHIVEL, D.",INC,17437,15.65,51400,111436,189680,58.7494728
204,GEN,TIRUVAIYARU,CHANDRASEKARAN D.,DMK,57429,56.32,SUBRAMANIAN M.,ADMK,30418,29.83,27011,101974,145062,70.29683859
205,GEN,TIRUVALLUR,SUBRAMANI @ C.S. MANI,DMK,65432,60.78,"KANAGARAAJ, G.",ADMK,32178,29.89,33254,107657,163199,65.96670323
206,GEN,TIRUVANNAMALAI,"PITCHANDI, K.",DMK,83731,66.55,"ARUNACHALAM, A.",INC,30753,24.44,52978,125822,188514,66.7441145
207,SC,TIRUVARUR,ASOHAN A.,DMK,69212,60.03,ARUMUGA PANDIAN P.,INC,24845,21.55,44367,115293,169664,67.95372029
208,GEN,TRIPLICANE,"NANJIL MANOHARAN, K.",DMK,50401,70.1,"WAHAB, A.",ADMK,15390,21.41,35011,71898,121322,59.26212888
209,GEN,TUTICORIN,N. PERIASAMY,DMK,56511,38.16,J.L.P. BONO VENTURE ROCHE,IND,35140,23.73,21371,148087,229353,64.56728275
210,GEN,UDUMALPET,"SELVARAJ, D.",DMK,69286,52.53,"SHANMUGAVEL, C.",ADMK,44966,34.09,24320,131906,186663,70.66531664
211,SC,ULUNDURPET,A. MANI,DMK,67088,54.34,M. ANANDAN,ADMK,46113,37.35,20975,123463,196587,62.80323724
212,ST,UPPILIAPURAM,"KARUPPUSAMI, T.",DMK,70372,62.2,"SAROJA, R.",ADMK,35804,31.65,34568,113142,170627,66.30955242
213,GEN,USILAMPATTI,P.N. VALLARASU,FBL,75324,76.18,P. VELUCHAMY,ADMK,19421,19.64,55903,98877,159474,62.00195643
214,GEN,UTHIRAMERUR,K. SUNDAR,DMK,66086,52.84,N.K. GNANASEKARAN,ADMK,32994,26.38,33092,125058,176287,70.94000125
215,SC,VALANGIMAN,GOMATHI SRINIVASAN,DMK,48019,50.78,VIVEKANANDAN V.,ADMK,27508,29.09,20511,94555,137058,68.98904114
216,SC,VALPARAI,"SINGARAVELU, V.P.",DMK,55284,59.5,KURICHIMANIMARAN,ADMK,30012,32.3,25272,92918,138911,66.89031106
217,SC,VANDAVASI,"ANANDAN, BALA",DMK,65775,59.97,"GUNASEELAN, V.",ADMK,26029,23.73,39746,109686,169850,64.5781572
218,GEN,VANIAYAMBADI,"ABDUL LATHEEF, M.",DMK,74223,67.36,"KUPPUSAMY, K.",INC,26970,24.48,47253,110189,180164,61.1603872
219,SC,VANUR,"MARIMUTHU, A.",DMK,58966,50.23,"ERASENDIRAN, S.P.",ADMK,35024,29.84,23942,117386,186365,62.98714887
220,SC,VARAHUR,DURAISAMY,DMK,56076,51.97,"PALANIMUTHU, A.",ADMK,34925,32.37,21151,107909,164523,65.58900579
221,SC,VASUDEVANALLUR,"ESWARAN, R.",TMC(M),32693,32.5,"SURESH BABU, P.",INC,32077,31.89,616,100597,153308,65.6175803
222,GEN,VEDARANYAM,VEDARATHINAM S.K.,DMK,54185,46.92,BALASUBRAMANIAM P.C.V.,INC,31393,27.19,22792,115473,154906,74.54391696
223,GEN,VEDASANDUR,S.V. KRISHNAN,DMK,60639,43.98,S. GANDHIRAJAN,ADMK,39870,28.92,20769,137863,216941,63.5486146
224,GEN,VEERAPANDI,"ARUMUGAM, S.",DMK,75563,54.34,"ARJUNAN, K.",ADMK,54412,39.13,21151,139054,210273,66.13022119
225,GEN,VELLAKOIL,"SAMINATHAN, M.P.",DMK,57467,49.37,DHURAI RAMASWAMY,ADMK,50553,43.43,6914,116407,163720,71.10127046
226,GEN,VELLORE,C. GNANASEKARAN,TMC(M),82339,70.86,S.B. BHASKARAN,INC,21451,18.46,60888,116193,194734,59.6675465
227,GEN,VILATHIKULAM,"RAVISANKAR, K.",DMK,30190,32.1,"GOPALSAMY, VAI.",MDMK,29556,31.43,634,94040,149924,62.72511406
228,GEN,VILAVANCODE,D. MONY,CPM,42867,43.35,V. THANKARAJ,DMK,21585,21.83,21282,98891,169313,58.40721031
229,GEN,VILLIVAKKAM,"HAROON RASHEED, J.M.",TMC(M),194471,70.24,"MOHAN, M.G.",INC,46724,16.88,147747,276880,551942,50.16469122
230,GEN,VILLUPURAM,DEIVASIGAMANI @ PONMUDY,DMK,74891,58.24,"PANNEERSELVAM, S.S.",ADMK,33305,25.9,41586,128581,190500,67.49658793
231,GEN,VIRUDHUNAGAR,"SEENIVASAN, A.R.R.",DMK,47247,41.53,"KARIKOLRAJ, G.",INC,23760,20.88,23487,113773,179060,63.53903719
232,GEN,VRIDHACHALAM,TAMIZHARASAN M.A.B.L. KUZHANDAI,DMK,49103,37.42,"GOVINDASAMY, R.",PMK,42218,32.18,6885,131213,185683,70.66505819
233,ST,YERCAUD,"PERUMAL, V.",DMK,38964,45.15,"GUNASEKARAN, R.",ADMK,29570,34.26,9394,86302,150278,57.42823301
