S.No,Type,Constituency,Winner Candidate,Winner Party.1,Winner Votes,Winner Votes %,Runner Up Candidate,Runner Up Party,Runner Up Votes,Runner Up %,Margin,Valid Votes,Electors,Poll%
68,GEN,KAVERIPATTINAM,"VENKATESAN, P.V.S.",DMK,72945,62.52,"MUNUSAMY, K.P.",ADMK,37086,31.78,35859,116681,171738,67.94128265
69,GEN,KILLIYOOR,KUMARADAS,TMC(M),33227,41.24,C. SANTHAKUMAR,BJP,22810,28.31,10417,80576,140862,57.20208431
70,GEN,KINATHUKKADAVU,"SHANMUGHAM, M.",DMK,49231,49.42,"MYLSWAMY, K.M.",ADMK,35267,35.4,13964,99612,149817,66.48911672
71,GEN,KOILPATTI,"AYYALUSAMY, L.",CPI,39315,35.19,"RADHAKRISHNAN, K.S.",MDMK,31828,28.49,7487,111727,175222,63.76311194
72,SC,KOLATHUR,SELVARAJ ALIAS KAVITHAIPITHAN,DMK,72706,54.88,KARUPPAYEE A.,ADMK,48550,36.65,24156,132474,191515,69.17160536
73,GEN,KRISHNAGIRI,KANCHANA KAMALANATHAN,DMK,67849,64.11,"KATHAVARAYAN, K.P.",ADMK,32238,30.46,35611,105829,173839,60.87759364
74,SC,KRISHNARAYAPURAM,S. NAGARATHINAM,DMK,57638,50.35,A. ARIVALAGAN,ADMK,42461,37.09,15177,114484,170739,67.05205021
75,GEN,KULITHALAI,R. SELVAM,DMK,60521,49.19,A. PAPPASUNDARAM,ADMK,42771,34.76,17750,123046,173318,70.99435719
76,GEN,KUMBAKONAM,MANI K.S.,DMK,69849,61.69,ERAMANATHAM ERAMA,ADMK,34539,30.51,35310,113224,169247,66.89867472
77,GEN,KURINJIPADI,M.R.K. PANNEERSELVAM,DMK,67152,54.99,N. PANDARINATHAN,ADMK,28139,23.04,39013,122122,190256,64.18825162
78,GEN,KUTTALAM,KALAYANAM KUTTALAM P.,DMK,60940,54.14,RAJENDRAN M.,ADMK,35219,31.29,25721,112557,157532,71.45024503
79,GEN,LALGUDI,K.N. NEHRU,DMK,84113,68.47,J. LOGAMBAL,INC,24609,20.03,59504,122840,167192,73.47241495
80,GEN,MADURAI CENTRAL,"DEIVANAYAGAM, A.",TMC(M),38010,46.69,"CHANDRALEKA, V.S.",JP,20069,24.65,17941,81403,135876,59.90977067
81,GEN,MADURAI EAST,"VELUSAMY, V.",DMK,39478,46.24,"JANARDHANAN, T.R.",ADMK,20181,23.64,19297,85381,143887,59.33892568
82,GEN,MADURAI WEST,P.T.R. PALANIVEL RAJAN,DMK,61723,62.42,R. MUTHUSAMY,INC,17465,17.66,44258,98890,171126,57.78782885
83,GEN,MADURANTHAKAM,"VENKATESAN, S.K.",DMK,53563,49.79,"U. KAMCHAND, S.D.",ADMK,42970,39.94,10593,107573,159346,67.50906832
84,SC,MANAMADURAI,"THANGAMANI, K.",CPI,49639,49.82,"GUNASEKARAN, M.",ADMK,31869,31.99,17770,99629,164936,60.4046418
85,SC,MANGALORE,S. PURATCHIMANI,TMC(M),50908,42.71,V.M.S. SARAVANAKUMAR,INC,31620,26.53,19288,119195,187325,63.63005472
86,GEN,MANNARGUDI,V. SIVAPUNNIAM,CPI,71803,59.8,K. KALIYAPERUMAL,ADMK,31969,26.62,39834,120076,170116,70.58477745
87,GEN,MARUNGAPURI,B.M. SENGUTTUVAN,DMK,56380,46.86,K. SOLAIRAJ,ADMK,49986,41.54,6394,120318,175887,68.40642003
88,GEN,MAYURAM,"ABUL HASAN, M.M.S.",TMC(M),60522,58.5,RAMA CHIDAMBARAM,INC,25918,25.05,34604,103459,151914,68.10366392
89,GEN,MELMALAYANUR,"GNANASEKAR, A.",DMK,50905,45.68,DHARMARASAN,INC,22491,20.18,28414,111439,169264,65.83739011
90,GEN,MELUR,K.V.V. RAJAMANICKAM,TMC(M),73999,62.21,C.R. SUNDARARAJAN,INC,29258,24.6,44741,118949,189179,62.8764292
91,GEN,METTUPALAYAM,"ARUNKUMAR, B.",DMK,71954,55.6,"DORAISWAMY, K.",ADMK,41202,31.84,30752,129404,195527,66.1821641
92,GEN,METTUR,"GOPAL, P.",DMK,50799,43.97,"BALAKRISHNAN, R.",PMK,30793,26.65,20006,115540,185204,62.38526166
93,GEN,MODAKURICHI,SUBBULAKSHMI JEGADEESAN,DMK,64436,57.31,"KITTUSAMY, R.N.",ADMK,24896,22.14,39540,112429,194579,57.78064437
94,GEN,MORAPPUR,"MULLAIVENTHAN, V.",DMK,59518,53.98,"SINGARAM, K.",ADMK,31244,28.34,28274,110250,163786,67.31344559
95,GEN,MUDUKULATHUR,S. BALAKRISHNAN,TMC(M),41850,44.71,V. BOSE,IND,19322,20.64,22528,93599,173473,53.95594703
96,GEN,MUGAIYUR,"SAMPATH, A.G.",DMK,68215,61.77,"ARANGARATHAN, T.M.",ADMK,26619,24.1,41596,110432,168995,65.34631202
97,GEN,MUSIRI,"JOTHI KANNAN, M.N.",DMK,67319,51.04,"MALLIKA CHINNASAMY, C.",ADMK,39551,29.99,27768,131898,188570,69.94643899
98,GEN,MYLAPORE,"RAMAJAYAM, N.P.",DMK,79736,67.25,"SAMPATH, T.K.",ADMK,27932,23.56,51804,118565,207825,57.05040298
99,GEN,NAGAPATTINAM,G. NIZAMUDEEN,DMK,46533,43.68,R. JEEVANANTHAM,ADMK,26805,25.16,19728,106542,154116,69.13104415
100,GEN,NAGERCOIL,"MOSES, M.",TMC(M),51086,48.4,"VELPANDIAN, S.",BJP,22608,21.42,28478,105560,185144,57.01508015
101,SC,NAMAKKAL,"VEISAMY, K.",DMK,76860,62.15,"ANBAIAGAN, S.",ADMK,38795,31.37,38065,123665,196881,62.81205398
102,GEN,NANGUNERI,"KRISHNAN, S.V.",CPI,37342,40.27,"KARUNAKARAN, A.S.A.",ADMK,34193,36.87,3149,92737,162580,57.04084143
103,SC,NANNILAM,PADMA,TMC(M),66773,61.37,K. GOPAL,ADMK,30800,28.31,35973,108798,160652,67.72277967
104,GEN,NATHAM,M. ANDI AMBALAM,TMC(M),62527,57.33,S. ASAI ALANGARAM,INC,26891,24.66,35636,109063,167867,64.96988687
105,GEN,NATRAMPALLI,R. MAHENDRAN,DMK,50118,39.65,T. ANBAZHAGAN,IND,46897,37.1,3221,126395,194832,64.87384003
106,GEN,NELLIKUPPAM,"MANI, A.",DMK,57977,53.84,"DHAMODARAN, M.C.",ADMK,32594,30.27,25383,107689,155744,69.14487878
107,SC,NILAKOTTAI,"PONNAMMAL, A.S.",TMC(M),59541,54.48,"RASU, A.",INC,27538,25.2,32003,109289,169442,64.49935671
108,GEN,ODDANCHATRAM,"SAKKARAPANI, R.",DMK,66379,58.57,"SELLAMUTHU, K.",ADMK,29556,26.08,36823,113331,170995,66.27737653
109,GEN,OMALUR,"SEKARAN, R.R.",TMC(M),41523,40.62,"KRISHNAN, C.",ADMK,33593,32.86,7930,102232,173907,58.78544279
110,GEN,OOTACAMUND,T. GUNDAN,DMK,69636,70.25,H.M. RAJU,INC,22456,22.65,47180,99128,165251,59.98632383
111,GEN,ORATHANAD,RAJAMANICKAM P.,DMK,68213,57.24,SURIYAMOORTHY V.,ADMK,37864,31.77,30349,119175,165160,72.15730201
112,GEN,PADMANABHAPURAM,"VELAYUTHAN, C.",BJP,27443,31.76,BALA JANATHIPATHY,DMK,22903,26.51,4540,86408,148031,58.37155731
113,GEN,PALACODE,VENKATACHALAM. G.L.,DMK,56917,49.74,"GOPAL, C.",ADMK,34844,30.45,22073,114419,181729,62.96133253
114,SC,PALANI,"POOVENDHAN, T.",DMK,68246,57.87,"KARUPPUCHAMY, P.",ADMK,31586,26.79,36660,117924,180735,65.24690846
115,GEN,PALAYAMCOTTAI,MOHAMED KODAR MAIDEEN,DMK,71303,62.98,"DHARMALINGAM, P.",ADMK,26939,23.8,44364,113210,186856,60.586762
116,GEN,PALLADAM,"PONMUDI, S.S.",DMK,73901,55.64,"DURAIMURUGAN, K.S.",ADMK,41361,31.14,32540,132825,200271,66.32263283
117,GEN,PALLIPET,E.S.S. RAMAN,TMC(M),79848,67.03,B. THANGAVEL,INC,21356,17.93,58492,119117,160107,74.39837109
118,GEN,PANAMARATHUPATTY,S.R. SIVALINGAM,DMK,56330,49.76,P. VIJAYALAKSHMI PALANISAMY,ADMK,43159,38.12,13171,113204,173919,65.09007067
119,GEN,PANRUTI,V. RAMASWAMY,DMK,68021,57.32,R. RAJENDRAN,ADMK,28891,24.35,39130,118663,161495,73.47781665
120,GEN,PAPANASAM,N. KARUPPANNA ODAYAR,TMC(M),58757,56.6,R. THIRUNAVUKKARASU,IND,20415,19.67,38342,103810,155985,66.55127096
121,SC,PARAMAKUDI,"THISAIVEERAN, U.",DMK,44472,43.18,"MUNIASAMY, K.",IND,25571,24.83,18901,103001,169729,60.68556346
122,GEN,PARK TOWN,T. RAJHENDHERR,DMK,44565,68.43,S.V. SHANKAR,INC,15086,23.17,29479,65124,113516,57.36988618
123,GEN,PATTUKKOTTAI,BALASUBRAMANIAN P.,DMK,69880,59.51,BASKARAN SEENI,ADMK,36259,30.88,33621,117423,171478,68.4770058
124,GEN,PENNAGARAM,"MANI, G.K.",PMK,34906,31.63,"ARUMUGAM, M.",CPI,34500,31.26,406,110373,184582,59.79618814
125,SC,PERAMBALUR,"DEVARAJAN, M.",DMK,64918,55.07,"MURUGESAN, S.",ADMK,41517,35.22,23401,117875,177313,66.47848719
126,SC,PERAMBUR,CHENGAISIVAM,DMK,90683,67.29,"NEELAKANDAN,V.",ADMK,32332,23.99,58351,134760,227398,59.26173493
127,GEN,PERANAMALLUR,N. PANDURANGAN,DMK,57907,52.17,C. SRINIVASAN,ADMK,30114,27.13,27793,111005,166984,66.47642888
128,GEN,PERAVURANI,THIRUGNANASAMBANDAM V.,TMC(M),70112,58.68,SAKTHIVEL K.,INC,30472,25.5,39640,119484,162336,73.60289769
129,GEN,PERIYAKULAM,"MOOKAIAH, L.",DMK,53427,46.75,"KADER MOHIDEEN, K.M.",ADMK,31520,27.58,21907,114283,177436,64.4080119
130,SC,PERNAMBUT,V. GOVINDAN,DMK,63655,58.36,I. TAMIZHARASAN,ADMK,32481,29.78,31174,109071,169817,64.22855191
131,GEN,PERUNDURAI,"PERIYASAMY, N.",CPI,60587,49.79,"PERIYASAMY, P.",ADMK,43036,35.36,17551,121693,179713,67.71519033
132,GEN,PERUR,A. NATARASAN,DMK,96507,61.01,R. THIRUMALAISAMY,ADMK,38934,24.61,57573,158182,256109,61.76354599
133,GEN,POLLACHI,"RAJU, S.",DMK,58709,49.2,"JAYARAMAN, V.",ADMK,36895,30.92,21814,119324,183063,65.1819319
134,GEN,POLUR,A. RAJENDRAN,DMK,59070,55.45,AGRI. S. KRISHNAMOORTHY,ADMK,34917,32.78,24153,106525,159775,66.67188233
135,GEN,PONGALUR,"MOHAN KANDASWAMY, P.",TMC(M),51827,53.25,THALAPATHY MURUGESAN,INC,29886,30.71,21941,97324,146098,66.61555942
136,SC,PONNERI,"SUNDARAM, K.",DMK,87547,61.72,"GUNASEKARAN, G.",ADMK,42156,29.72,45391,141856,216818,65.42630224
137,GEN,POOMPUHAR,MOHANADASAN G.,DMK,51285,49.88,VIJAYABALAN N.,ADMK,32872,31.97,18413,102827,148327,69.32453296
138,GEN,POONAMALLEE,"SUDARSANAM, D.",TMC(M),75731,53.2,P. KRISHNAMOORTHY,INC,25220,17.72,50511,142348,243536,58.45049603
139,SC,POTTAPIDARAM,"KRISHNASAMY, K.",JP,24585,27.32,"PAULRAJ, S.",ADMK,23437,26.05,1148,89974,138670,64.88353645
140,GEN,PUDUKKOTTAI,PERIANNAN A.,DMK,79205,56.66,SWAMINATHAN S.C.,INC,36422,26.05,42783,139794,199005,70.24647622
141,GEN,PURASAWALKAM,"RANGANATHAN,B.",TMC(M),98157,70.61,"GNANAM,J. KATHIPARA",INC,25543,18.37,72614,139022,244682,56.81742016
142,GEN,RADHAPURAM,"APPAVU, M.",TMC(M),45808,46.6,"CHANDRASEKARAN, S.K.",INC,16862,17.15,28946,98294,167737,58.60007035
143,SC,RAJAPALAYAM,V.P. RAJAN,DMK,49984,38.62,P. PRABAKAR,ADMK,31045,23.99,18939,129427,192670,67.17548139
144,GEN,RAMANATHAPURAM,"RAHMANKHAN, A.",DMK,59794,51.22,"SEKAR, S.K.G.",ADMK,23903,20.47,35891,116745,186156,62.71353059
145,GEN,RANIPET,"GANDHI, R.",DMK,71346,50.8,"MASILAMANI, M.",ADMK,37219,26.5,34127,140434,208349,67.40325128
146,GEN,RASIPURAM,P.R. SUNDARAM,ADMK,42294,37.93,R.R. DAMAYANDHI,DMK,41840,37.52,454,111500,173617,64.2218216
147,GEN,RISHIVANDIAM,"SIVARAJ, S.",TMC(M),65230,61.34,"ANNADURAI, P.",ADMK,25166,23.66,40064,106344,164019,64.83639091
148,GEN,ROYAPURAM,"ERA, MATHIVANAN",DMK,44893,57.78,D. JAYAKUMAR,ADMK,27485,35.37,17408,77702,130238,59.66154271
149,GEN,SAIDAPET,"SAIDAI KITTU, K.",DMK,76031,58.1,"SAIDAI DURAISAMY, S.",ADMK,46178,35.29,29853,130871,236503,55.33587312
150,GEN,SALEM-I,"DHANAPALAN, K.R.G.",DMK,67566,58.82,"NATARAJAN, A.T.",INC,37299,32.47,30267,114875,180579,63.61481678
151,GEN,SALEM-II,"THANGAVEL, A.L.",DMK,63588,54.93,"SEMMALAI, S.",ADMK,36097,31.18,27491,115771,193468,59.83987016
152,SC,SAMAYANALLUR,"SELVARAJ, S.",DMK,101807,60.01,"RAJA SELVARAJ, R.",ADMK,46159,27.21,55648,169638,292129,58.06955147
153,SC,SANKARANAYANARKOIL,"KARUPPASAMY, C.",ADMK,37933,33.94,"RASIAH @ RAJA, S.",DMK,37333,33.41,600,111752,173541,64.39515734
154,GEN,SANKARAPURAM,T. UDHAYASURIYAN,DMK,62673,53.68,A. SARUVAR KASIM,ADMK,40515,34.7,22158,116754,179277,65.12491842
155,SC,SANKARI,"MUTHU, V.",DMK,64216,54.43,"RAMASAMY, K.K.",ADMK,42880,36.35,21336,117976,196150,60.14580678
156,GEN,SATHYAMANGALAM,S.K. RAJENDRAN,DMK,50885,48.65,T.R. ATTIANNAN,ADMK,42101,40.25,8784,104586,158941,65.8017755
157,GEN,SATTANGULAM,"MANI NADAR, S.S.",TMC(M),44376,54.51,"KASIANANTHAM, B.",INC,19140,23.51,25236,81403,157799,51.58651196
158,GEN,SATTUR,"VIJAYAKUMAR, K.M.",DMK,58972,43.2,"RAMACHANDRAN, K.K.S.S.R.",ADMK,49608,36.34,9364,136502,201201,67.84359919
159,GEN,SEDAPATTI,G. THALAPATHI,DMK,48899,49.69,R. MUTHIAH,ADMK,38698,39.33,10201,98401,152268,64.62355846
160,ST,SENDAMANGALAM,"CHANDRASEKARAN, C.",DMK,58673,56.14,"KALAVATHI, K.",ADMK,38748,37.08,19925,104512,173166,60.3536491
161,GEN,SHOLAVANDAN,L. SANTHANAM,DMK,52151,49.29,A.M. PARAMASIVAN,ADMK,33343,31.52,18808,105796,156506,67.59868631
162,GEN,SHOLINGHUR,"MUNIRATHINAM, A.M.",TMC(M),65361,54.33,"SHANMUGHAM, S.",PMK,31431,26.13,33930,120293,168374,71.4439284
163,GEN,SINGANALLUR,"PALANISWAMY, N.",DMK,92379,60.15,"DURAISAMY, R.",ADMK,33967,22.12,58412,153574,243013,63.19579611
164,SC,SIRKALI,M. PANNEERSELVAM,DMK,63975,59.25,V. BHARATHI,ADMK,34281,31.75,29694,107973,157467,68.56865248
165,GEN,SIVAGANGA,"KIRUTTINAN PASUMPON, THA.",DMK,64438,60.65,K.R. MURUGANANDAM,ADMK,31437,29.59,33001,106254,175572,60.51876153
166,GEN,SIVAKASI,"CHOKKAR, R.",TMC(M),61322,40.14,N. ALAGARSAMY,ADMK,42590,27.88,18732,152781,235416,64.89830768
167,SC,SRIPERUMBUDUR,"KOTHANDAM, E.",DMK,71575,58.72,"CHINNANDI, K.N.",INC,35139,28.83,36436,121900,186960,65.20111254
168,GEN,SRIRANGAM,MAYAVAN T.P.,DMK,73371,55.74,PARANJOTHI M.,ADMK,43512,33.06,29859,131623,199316,66.03734773
169,GEN,SRIVAIKUNTAM,S. DAVID SELWYN,DMK,36917,42.57,S. DANIELRAJ,INC,23708,27.34,13209,86719,148864,58.25384243
170,GEN,SRIVILLIPUTHUR,R. THAMARAIKKANI,ADMK,49436,38.5,T. RAMASAMY,CPI,40769,31.75,8667,128393,183930,69.80536074
171,SC,TALAVASAL,"RANI, K.",TMC(M),63132,57.71,"KALIAPERUMAL, K.",INC,35750,32.68,27382,109395,176313,62.04590699
172,GEN,TAMBARAM,"VAIDYALINGAM, M.A.",DMK,166401,64.91,"MADHAVAN, K.B.",INC,52442,20.46,113959,256370,481911,53.19861966
173,GEN,TARAMANGALAM,"GOVINDAN, P.",PMK,50502,44.19,"ELAVARASAN, P.",DMK,25795,22.57,24707,114293,183768,62.19417962
