S.No,Type,Constituency,Winner Candidate,Winner Party.1,Winner Votes,Winner Votes %,Runner Up Candidate,Runner Up Party,Runner Up Votes,Runner Up %,Margin,Valid Votes,Electors,Poll%
172,GEN,TAMBARAM,"VAITHLYALIGAM, M.A.",DMK,90007,47.03,"DOSS, A.J.",INC,43746,22.86,46261,191400,305128,62.72777326
173,GEN,TARAMANGALAM,"ARJUNAN, K.",ADK(JL),15818,25.49,"KANDASAMY, P.",IND,14165,22.82,1653,62066,152563,40.68220997
174,GEN,TENKASI,"PETER ALPHONSE, S.",INC,39643,36.29,"PANDIVALAVAN, V.",DMK,33049,30.25,6594,109248,143876,75.9320526
175,GEN,THALLI,D.C. VIJAYENDRIAH,JNP,39773,45.96,K.V.V. VENUGOPAL,INC,18810,21.74,20963,86539,133588,64.78051921
176,GEN,THANDARAMBATTU,"PONNUMUDI, D.",DMK,48048,45.62,"VELU, K.F.",ADK(JR),28519,27.08,19529,105328,136462,77.18485732
177,GEN,THANJAVUR,UBAYADULLAH S.N.M,DMK,60380,53.83,THIRUGNANAM DURAI,ADK(JL),25527,22.76,34853,112165,159359,70.38510533
178,GEN,THEAGARAYA NAGAR,"GANESAN, S.A.",DMK,49772,43.03,"SOUIRAJAN, K.",INC,27668,23.92,22104,115667,178867,64.66648404
179,GEN,THENI,"PONNU PILLAI, G.",DMK,38356,32.87,"ALAGARAJA, N.R.",INC,37576,32.2,780,116680,156724,74.44935045
180,GEN,THIRUMANGALAM,"SAMINATHAN, R.",DMK,33433,34.84,"CHITTHAN, N.S.V.",INC,29378,30.61,4055,95967,143792,66.74015244
181,GEN,THIRUMAYAM,V. SOBIAH,DMK,32374,30.29,C. SWAMINATHAN,INC,26630,24.92,5744,106864,151912,70.34598978
182,GEN,THIRUNAVALUR,"BALASUBRAMANIYAN, A.V.",DMK,38948,41.46,"KANNAN, P.",ADK(JL),21640,23.03,17308,93948,129141,72.74839129
183,GEN,THIRUVATTAR,"R, NADESAN",INC,39193,45.37,J. HEMACHANDRAN,CPM,31084,35.98,8109,86391,129184,66.87438073
184,GEN,THIRUVERAMBUR,PAPPA UMANATH,CPM,54814,43.67,SWAMINATHAN V.,INC,32605,25.98,22209,125519,184333,68.09361319
185,GEN,THIRUVIDAMARUDUR,"RAMALINGAM, S.",DMK,44914,44.51,"RAJANGAM, M.",INC,24857,24.64,20057,100898,139862,72.14111052
186,GEN,THIRUVONAM,M. RAMACHANDRAN,DMK,42479,37.17,K. THANGAMUTHU,ADK(JL),29730,26.01,12749,114298,142748,80.06977331
187,GEN,THIRUVOTTIYUR,"PALANISAMY, T.K.",DMK,67849,45.58,"RAMA CHANDRAN, J.",ADK(JL),46777,31.42,21072,148866,225272,66.08277993
188,GEN,THONDAMUTHUR,"VELLINGIRI, U.K.",CPM,62305,42.05,"SHANMUGAM, P.",ADK(JL),40702,27.47,21603,148168,193430,76.60032053
189,GEN,THOTTIAM,KANNAIYAN K.,DMK,34994,32.51,"KATHAMUTHU, K. P.",ADK(JL),33857,31.45,1137,107648,144492,74.50101044
190,GEN,THOUSAND LIGHTS,"STALIN, M.K.",DMK,50818,50.59,"THAMBIDURAI, S.S.R.",ADK(JL),30184,30.05,20634,100448,150057,66.93989617
191,GEN,TINDIVANAM,"MASILAMANI, R.",DMK,39504,48.05,"RAMAMURTHI, K.",INC,28749,34.97,10755,82210,129844,63.31443887
192,GEN,TIRUCHENDUR,"KANDASAMY, K.P.",DMK,42084,42.48,"SHUNMUGASUNDARAM KASIMARI, K.",INC,24903,25.14,17181,99070,153655,64.47561095
193,GEN,TIRUCHENGODE,"RAMASAMY, V.",CPM,53346,34.91,"RAJAN, R.",ADK(JL),35258,23.08,18088,152797,232631,65.68213179
194,GEN,TIRUCHIRAPALLI-I,MALARAMANNAN A.,DMK,25688,32.19,SHIVARAJ KA,INC,19944,24.99,5744,79797,113240,70.46714942
195,GEN,TIRUCHIRAPALLI-II,ANBIL POYYAMOZHI,DMK,40386,39.93,KADER MOHIDEEN K. M.,IND,30593,30.25,9793,101137,154172,65.60010897
196,GEN,TIRUNELVELI,"SUBRAMANIAN, A.L.",DMK,37991,35.55,NELLAI KANNAN N.S.S.,INC,28470,26.64,9521,106862,149539,71.46095667
197,GEN,TIRUPPARANKUNDRAM,C. RAMACHANDRAN,DMK,64632,43.55,V. RAJAN CHELLAPPA,ADK(JL),34656,23.35,29976,148417,217285,68.30522125
198,GEN,TIRUPPATTUR,"SUNDARAM, B.",DMK,40998,35.92,"MANAVALAN, S.P.",INC,27541,24.13,13457,114148,159767,71.44654403
199,SC,TIRUPPORUR,"THIRUMURTHY, D.",DMK,33638,40.65,"GOVINDARAJAN, M.",ADK(JL),30126,36.41,3512,82749,140584,58.86089455
200,GEN,TIRUPPUR,"GOVINDASAMY, C.",CPM,55481,34.41,"SUBBARAYAN, K.",CPI,38102,23.63,17379,161247,222283,72.54130995
201,SC,TIRUTHURAIPUNDI,PALANISAMY G.,CPI,49982,43.32,KUPPUSAMY N.,DMK,41704,36.15,8278,115379,147593,78.17376163
202,GEN,TIRUTTANI,"NATARAJAN, P.",DMK,35555,41.88,MUNU ADHI,ADK(JL),26432,31.14,9123,84888,138174,61.43558122
203,GEN,TIRUVADANAI,ERAMASAMY AMBALAM KR.,INC,38161,35.56,MURUGAPPAN S.,DMK,36311,33.84,1850,107314,162820,65.90959342
204,GEN,TIRUVAIYARU,CHANDRASEHARAN DURAI,DMK,36981,38.28,SVAJIGANESAN ALIAS GANESAN V.C.,IND,26338,27.26,10643,96617,127844,75.57413723
205,GEN,TIRUVALLUR,S.R. MUNIRATHINAM,DMK,45091,47.18,M. SELVARAJ,ADK(JL),22852,23.91,22239,95567,136072,70.23267094
206,GEN,TIRUVANNAMALAI,"PITCHANDI, K.",DMK,57556,54.61,"RAVINDRAN, A.S.",INC,23154,21.97,34402,105394,150265,70.13875487
207,SC,TIRUVARUR,THAMBUSAMY V.,CPM,52520,47.75,NAGOORAN RAJA,ADK(JL),26500,24.09,26020,109995,144125,76.31916739
208,GEN,TRIPLICANE,NANJIL K. MANOHARAN,DMK,36414,45.86,"HANDE, H.V.",ADK(JL),26442,33.3,9972,79401,115258,68.88979507
209,GEN,TUTICORIN,N. PERIASAMY,DMK,39688,31.9,V. SHUNMUGAM,INC,39141,31.46,547,124423,180816,68.81194142
210,GEN,UDUMALPET,"SADIQPASHA, S.J.",DMK,55089,45.21,"KOLANDAIVELU, P.",ADK(JL),46684,38.32,8405,121842,161620,75.38794704
211,SC,ULUNDURPET,K. ANGAMUTHU,DMK,44422,41.63,V. SELVARAJ,INC,32517,30.47,11905,106718,159159,67.05118781
212,ST,UPPILIAPURAM,R. MOOKKAN,ADK(JL),43384,39.93,M. VARADARAJAN,DMK,38824,35.73,4560,108651,149200,72.82238606
213,GEN,USILAMPATTI,"VALLARASU, P.N.",DMK,29116,33.74,"PANDIAN, V.",INC,15525,17.99,13591,86285,138949,62.09832385
214,GEN,UTHIRAMERUR,"SUNDAR, K.",DMK,31304,34.71,"SUNDAR RAMAN, P.",ADK(JL),20175,22.37,11129,90191,150706,59.84565976
215,SC,VALANGIMAN,YASOTHA CHELLAPPA,DMK,38522,40.98,VIVEKANANDA,ADK(JL),28624,30.45,9898,94008,96050,97.87402395
216,SC,VALPARAI,P. LAKSHMI,ADK(JL),38296,42.52,D.M. SHANMUGAM,DMK,31624,35.11,6672,90063,124811,72.15950517
217,SC,VANDAVASI,"DHANARAJ, V.",DMK,35264,43.54,"GOVINDAN, T.S.",INC,21176,26.15,14088,80988,147671,54.84353732
218,GEN,VANIAYAMBADI,"ABDUL SAMAD, P.",DMK,39723,41.2,KULASEKARA PANDIYAN N.,ADK(JL),22614,23.45,17109,96421,146684,65.73382237
219,SC,VANUR,"MARIMUTHU, A.",DMK,42825,48.24,"KRISHNAN, C.",INC,20813,23.44,22012,88784,150426,59.02171167
220,SC,VARAHUR,"ANNADURAI, K.",DMK,36219,43.05,PONNUVELU E. T.,ADK(JL),28895,34.35,7324,84126,137998,60.96175307
221,SC,VASUDEVANALLUR,"ESWARAN, R.",INC,30805,32.15,"KRISHNAN, R.",CPM,30394,31.72,411,95816,135907,70.50115152
222,GEN,VEDARANYAM,P. V. RAJENDIRAN,INC,42060,41.82,M. MEENASHISUNDARAM,DMK,36836,36.62,5224,100585,127781,78.71671062
223,GEN,VEDASANDUR,P. MUTHUSAMY,ADK(JR),37928,29.72,S. GANDHIRAJAN,IND,37038,29.02,890,127615,180162,70.8334721
224,GEN,VEERAPANDI,"VENKATACHALAM, P.",DMK,36040,34.53,"SELVAM, S.K.",ADK(JL),31899,30.56,4141,104369,168878,61.80141878
225,GEN,VELLAKOIL,DURAI RAMASAMY,ADK(JL),41914,37.52,"RAMASAMY, V.V.",DMK,36534,32.71,5380,111700,144979,77.04564109
226,GEN,VELLORE,"DEVARAJ, V.M.",DMK,50470,47.37,"NEELAKANDAN, P.",ADK(JL),31110,29.2,19360,106539,164678,64.69534485
227,GEN,VILATHIKULAM,K.K. S.S. RAMACHANDRAN,ADK(JL),33951,36.59,S. KUMARAGURUBARA RAMANATHAN,DMK,25955,27.97,7996,92781,134566,68.94832276
228,GEN,VILAVANCODE,"SUNDARADAS, M.",INC,41168,42.25,"MONY, D.",CPM,39954,41,1214,97445,155021,62.85922552
229,GEN,VILLIVAKKAM,"VARADARAJAN, W.R.",CPM,99571,46.77,"BALASUBRAMANIAM, D.",ADK(JL),40150,18.86,59421,212886,343571,61.96273842
230,GEN,VILLUPURAM,"DEIVASIGAMANI (A) PONMUDI, K.",DMK,45145,47.18,"ABDUL LATHEEF, S.",INC,22380,23.39,22765,95677,156154,61.27092486
231,GEN,VIRUDHUNAGAR,"CHOKKAR, R.",INC,34106,32,"ARUMUGAM, A.S.A.",JNP,28548,26.78,5558,106584,150275,70.92596906
232,GEN,VRIDHACHALAM,"BHUVARAHAN, G.",JNP,33005,35.47,"ARANGANATHAN, R.D.",ADK(JL),18469,19.85,14536,93044,148003,62.86629325
233,ST,YERCAUD,C. PERUMAL,ADK(JL),26355,36.2,V. DHANAKODI,DMK,19914,27.35,6441,72810,126870,57.38945377
