S.No,Type,Constituency,Winner Candidate,Winner Party.1,Winner Votes,Winner Votes %,Runner Up Candidate,Runner Up Party,Runner Up Votes,Runner Up %,Margin,Valid Votes,Electors,Poll%
31,GEN,CHIDAMBARAM,"KRISHNAMOORTHY, D.",DMK,35738,42.14,"RADHAKRISHNAN, A.",INC,19018,22.42,16720,84813,127893,66.31559194
32,GEN,CHINNASALEM,"UDHAYASURIYAN, T.",DMK,36776,36.28,"RAMALINGAM, K.R.",ADK(JL),23238,22.93,13538,101354,138166,73.35668688
33,GEN,COIMBATORE EAST,"RAMANI, K.",CPM,37397,39.31,"RAMAKRISHNAN, E.",INC,29272,30.77,8125,95142,144236,65.96272775
34,GEN,COIMBATORE WEST,"RAMANATHAN, M.",DMK,39667,43.8,"BALASUBRAMANIAN, T.S.",ADK(JL),13982,15.44,25685,90572,128999,70.21139699
35,GEN,COLACHEL,PAULIAH-A.,INC,36611,39.19,SAMBATH CHANDRA-R,DMK,24414,26.13,12197,93424,141330,66.10344584
36,SC,COONOOR,"THANGAVEL, N.",DMK,40974,42.38,"ARUMUGHAM, P.",INC,29814,30.84,11160,96678,138919,69.59307222
37,GEN,CUDDALORE,"PUGAZHENDI, E.",DMK,42790,42.91,"RADHAKRISHNAN, M.",INC,22408,22.47,20382,99729,149592,66.66733515
38,GEN,CUMBUM,ERAMAKRISHNAN,DMK,52509,46.17,"GOPALAN, R.T.",ADK(JL),37124,32.64,15385,113729,153077,74.2952893
39,SC,DHARAPURAM,"SANTHAKUMARI, T.",DMK,34069,33.69,"PERIASAMY, A.",ADK(JL),32633,32.27,1436,101124,144747,69.86258783
40,GEN,DHARMAPURI,"CHINNASAMY, R.",DMK,32794,45.62,"PONNUSWAMY, P.",INC,20243,28.16,12551,71889,153201,46.92462843
41,GEN,DINDIGUL,S.A. THANGARAJAN,CPM,46617,37.77,M. SANDHANA MARY,INC,28815,23.34,17802,123435,184923,66.74940381
42,GEN,DR. RADHAKRISHNAN NAGAR,"SARKUNAM, S.P.",DMK,54216,45.31,"MADHUSUDHANAN, E.",ADK(JL),29960,25.04,24256,119660,179625,66.61656228
43,GEN,EDAPADI,PALANISWAMI. K.,ADK(JL),30765,33.08,"PALANISAMY, L.",DMK,29401,31.62,1364,92993,178702,52.03802979
44,SC,EGMORE,ELAMVAZHUTHI,DMK,38032,49.8,POLUR VARADHAN,INC,17063,22.34,20969,76369,115205,66.28965757
45,GEN,ERODE,SUBBULAKSHMI JAGADESAN,DMK,68128,41.4,"MUTHUSAMU, S.",ADK(JR),45930,27.91,22198,164552,237642,69.24365222
46,GEN,GINGEE,"RAMACHANDIRAN, N.",DMK,38415,42.29,"RANGANATHAN, V.",IND,15785,17.38,22630,90830,148045,61.352967
47,GEN,GOBICHETTIPALAYAM,"SENGOTTAYAN, K.A.",ADK(JL),37187,38.14,"GEETHA, T.",JNP,22943,23.53,14244,97496,131675,74.04290868
48,GEN,GUDALUR,"KAREEM, M.K.",INC,38147,33.61,"KAMALATCHAN, T.P.",CPM,36867,32.49,1280,113489,158479,71.61138069
49,GEN,GUDIYATHAM,SUNDARAM K.R.,CPM,22037,23.46,"VENUGOPAL, R.",ADK(JL),19958,21.24,2079,93943,133687,70.27085655
50,GEN,GUMMIDIPUNDI,"VENU, K.",DMK,36803,37.33,"GOPAL, K.",ADK(JL),33273,33.75,3530,98590,151862,64.92078334
51,GEN,HARBOUR,M. KARUNANIDHI,DMK,41632,59.76,K.A. WAHAB,MUL,9641,13.84,31991,69669,106293,65.54429737
52,SC,HARUR,"ANNAMALAI, M.",CPM,28324,31.68,"ANBAZHAGAN, A.",ADK(JL),26447,29.58,1877,89418,160709,55.63969659
53,GEN,HOSUR,N. RAMACHANDRA REDDY,INC,37934,39.78,B. VENKATASAMY,JNP,35873,37.62,2061,95364,152293,62.61876777
54,GEN,ILAYANGUDI,SATHIAH M.,DMK,41914,45.96,"PALANICHAMY, S.",INC,22692,24.88,19222,91199,130395,69.94056521
55,GEN,JAYANKONDAM,GANESAN K. C.,DMK,22847,31.14,MUTHUKUMARASAMY,IND,17980,24.51,4867,73357,136399,53.78118608
56,GEN,KADALADI,"AMEETH IBRAHIM, A.M.",DMK,32682,30.36,"BALAKRISHNAN, S.",INC,32273,29.98,409,107650,170792,63.0298843
57,GEN,KADAYANALLUR,SAMSUDIN ALIAS KATHIRAVAN,DMK,37531,36.71,AYYADURAI ALIAS SUBRAMANIAN S.R.,INC,30652,29.98,6879,102230,138368,73.88268964
58,GEN,KALASAPAKKAM,"THIRUVENGADAM, P.S.",DMK,47535,48.24,"KRISHNAMURTHY, S.",ADK(JL),25840,26.22,21695,98533,140054,70.35357791
59,GEN,KANCHEEPURAM,"MURUGESAN, P.",DMK,53821,47.66,"THIRUNAVUKKARASU, S.S.",ADK(JL),32408,28.7,21413,112932,159038,71.00944428
60,SC,KANDAMANGALAM,"ALAGUVELU, S.",DMK,40624,46.94,"KANNAN, M.",ADK(JR),15433,17.83,25191,86550,149262,57.98528762
61,GEN,KANGAYAM,"MARAPPAN, P.",ADK(JL),43834,40.3,P. RATHINGAMY,DMK,36163,33.25,7671,108776,148106,73.44469502
62,GEN,KANNIYAKUMARI,"SUBRAMONIA PILLAI, K.",DMK,33376,34.65,AURMUGHAM PILLAI V.,INC,31037,32.22,2339,96332,140558,68.53540887
63,GEN,KAPILAMALAI,"MANI, K.A.",ADK(JL),46223,41.27,"MOORTHY, K.S.",DMK,37757,33.71,8466,111993,153675,72.87652513
64,GEN,KARAIKUDI,NARAYANAN RM.,DMK,45790,41.24,DURAIRASU SP.,ADK(JR),21305,19.19,24485,111029,166611,66.63965765
65,GEN,KARUR,"RAMASAMY, K.V.",DMK,54163,38.34,"CHINNASAMY, M.",ADK(JL),49661,35.16,4502,141253,187737,75.23983019
66,GEN,KATPADI,DURAIMURUGAN,DMK,43181,43.41,"MARGABANDU, R.",ADK(JL),23344,23.47,19837,99475,145879,68.19007534
67,SC,KATTUMANNARKOIL,A. THANGARAJU,IND,30877,39.41,E. RAMALINGAM,DMK,27036,34.5,3841,78356,123447,63.47339344
68,GEN,KAVERIPATTINAM,V.C. GOVINDASAMI,DMK,37612,37.17,P. MINISAMY,ADK(JL),33628,33.23,3984,101194,138478,73.07586765
69,GEN,KILLIYOOR,"VIJAYARAGHAVAN, PON",IND,30127,39.53,"JEYARAJ, A.",DMK,20296,26.63,9831,76222,121736,62.61253861
70,GEN,KINATHUKKADAVU,"KANDASAMY, K.",DMK,36897,37.51,"APPADURAI, N.",ADK(JL),22824,23.2,14073,98362,132646,74.15376265
71,GEN,KOILPATTI,"ALAGARSOMY, S.",CPI,35008,35.34,"RADHAKRISHNAN, S.",DMK,31724,32.02,3284,99069,143671,68.95546074
72,SC,KOLATHUR,RAJU V.,ADK(JL),47624,39.98,SELVARAJ ALIAS KAVITHAIPITHAN,DMK,35419,29.73,12205,119125,155855,76.43322319
73,GEN,KRISHNAGIRI,"KANCHANA, K.",DMK,35042,39.28,"KRISHNAN, K.C.",ADK(JL),21056,23.6,13986,89208,136299,65.45022341
74,SC,KRISHNARAYAPURAM,"ARIVALAGAN, A.",ADK(JL),43574,40.57,"MASIMALI, S.",DMK,32890,30.63,10684,107392,149407,71.87882763
75,GEN,KULITHALAI,A. PAPA SUNDARAM,ADK(JL),49231,43.02,A. SIVARAMAN,DMK,37421,32.7,11810,114429,147731,77.45767645
76,GEN,KUMBAKONAM,MANI K.S.,DMK,36763,35.03,KRISHNAMOORTHY K.,INC,29071,27.7,7692,104961,141644,74.10197396
77,GEN,KURINJIPADI,"GANESHMURTHY, N.",DMK,44887,47.14,"RASENDRAN, R.",ADK(JL),16043,16.85,28844,95222,147835,64.41099875
78,GEN,KUTTALAM,R. RAJAMANICKAM,DMK,47559,47.57,S. DHINAKARAN,INC,22609,22.61,24950,99985,135941,73.5502902
79,GEN,LALGUDI,NEHRU K. N.,DMK,54275,45.95,THIRUNAVUKKARASU SAMI,ADK(JL),31087,26.32,23188,118125,149269,79.13565442
80,GEN,MADURAI CENTRAL,"PAULRAJ, S.",DMK,33484,39.73,"DEIVANAYAGAM, A.",INC,22338,26.5,11146,84282,126260,66.75273246
81,GEN,MADURAI EAST,"ERADHA, S.R.",ADK,40519,48.88,"SANKARIAH, N.",CPM,27196,32.81,13323,82892,126225,65.67003367
82,GEN,MADURAI WEST,PONMUTHURAMALINGAM,DMK,45579,44.29,"PREMKUMAR, R.V.S",INC,26087,25.35,19492,102909,156215,65.87651634
83,GEN,MADURANTHAKAM,"UGAMCHAND, S.D.",ADK(JL),38704,41.93,"ARUMUGAM, C.",DMK,35196,38.13,3508,92311,134445,68.66079066
84,SC,MANAMADURAI,"DURAIPANDI, P.",DMK,35809,36.08,"SUBRAMANIAN, V.M.",ADK(JL),32357,32.6,3452,99253,143783,69.0297184
85,SC,MANGALORE,GANESAN V.,DMK,39831,42.69,"RAMALINGAM, K.",ADK(JL),19072,20.44,20759,93304,154870,60.24665849
86,GEN,MANNARGUDI,K. RAMACHANDRAN,DMK,48809,43.1,V. VEERASENAN,CPI,46084,40.69,2725,113259,144950,78.13659883
87,GEN,MARUNGAPURI,PONNUSAMY K.,ADK,55297,49.98,SENGUTTUVAN B.,DMK,44274,40.01,11023,110648,143268,77.23148226
88,GEN,MAYURAM,SENGUTTUVAN A.,DMK,36793,42.73,ABUL HASAN M. M. S.,INC,24034,27.91,12759,86110,131627,65.41970872
89,GEN,MELMALAYANUR,"PANCHATCHARAM, R.",DMK,46653,46.66,"SHANMUGAM, P.U.",ADK(JR),33866,33.87,12787,99994,141778,70.52857284
90,GEN,MELUR,"RANAMANICKAM, K.V.V.",INC,41158,36.41,"THIAGARAJAN, KR.",DMK,32508,28.75,8650,113054,159210,71.00935871
91,GEN,METTUPALAYAM,"GOPALAKRISHNAN, V.",INC,34194,28.21,"JAYARAMAN, V.",ADK(JL),27034,22.3,7160,121209,165095,73.41772919
92,GEN,METTUR,"SREERANGAN, M.",CPM,23308,25.61,"GURUSAMY, K.",ADK(JR),22180,24.37,1128,90996,160935,56.54208221
93,GEN,MODAKURICHI,"GANESAMOORTHY, A.",DMK,58058,44.27,"BALAKRISHNAN, S.",ADK(JL),42051,32.06,16007,131154,172990,75.81594312
94,GEN,MORAPPUR,"MULLAIVENTHAN, V.",DMK,34038,40.6,"SEKHAR, M.G.",ADK(JL),25531,30.46,8507,83831,133712,62.69519564
95,GEN,MUDUKULATHUR,"KATHER BATCHA ALIAS VELLACHAMY, S.",DMK,30787,33.14,"KRISHNAN, P.K.",INC,20383,21.94,10404,92908,158153,58.74564504
96,GEN,MUGAIYUR,"SAMPATH, A.G.",DMK,43585,45.22,"LONGAN, M.",INC,29599,30.71,13986,96380,137681,70.00239684
97,GEN,MUSIRI,"THANGAVEL, M.",ADK(JL),49275,39.05,"SELVARAJU, N.",DMK,47826,37.9,1449,126174,163070,77.37413381
98,GEN,MYLAPORE,"GANAPATHY, N.",DMK,48461,40.88,SAROJINIVARADAPPAN,ADK(JL),30266,25.53,18195,118538,173258,68.41704279
99,GEN,NAGAPATTINAM,G. VEERAIYAN,CPM,44681,44.7,PON PALANIVELU,INC,30884,30.9,13797,99963,132478,75.45630218
100,GEN,NAGERCOIL,M. MOSES,INC,35647,34.48,P. DHARMARAJ,DMK,28782,27.84,6865,103391,156744,65.9616955
101,SC,NAMAKKAL,P. DURAISAMY,DMK,41979,35.57,S. RAJU,ADK(JL),37636,31.89,4343,118026,168337,70.11292823
102,GEN,NANGUNERI,"ACHIYUR, M. MANI",DMK,30222,31.87,P. SIRONMANI,INC,28729,30.29,1493,94837,142173,66.70535193
103,SC,NANNILAM,MANIMARAN M.,DMK,48605,45.08,KALAIYARASAN A.,ADK(JL),28750,26.67,19855,107813,138255,77.9812665
104,GEN,NATHAM,"ANDI AMBALAM, M.",INC,33019,33.21,"VISVANATHAN, R.",ADK(JL),27567,27.73,5452,99426,136669,72.74948964
105,GEN,NATRAMPALLI,"MAHENDRAN, R.",DMK,36774,32,"RAJENDRAN, A.R.",ADK(JL),27193,23.66,9581,114931,160322,71.6876037
106,GEN,NELLIKUPPAM,C. GOVINDARAJAN,CPM,26233,31.88,N.V. JAYASEELAN,IND,14804,17.99,11429,82278,130637,62.98215666
107,SC,NILAKOTTAI,"PONNAMMAL, A.S.",INC,29654,30.1,"PARANTHAMAN, R.",DMK,28962,29.39,692,98530,143421,68.69984172
108,GEN,ODDANCHATRAM,P. KALIAPPAN,DMK,38540,35.81,P. BALASUBRAMANI,ADK(JL),32699,30.38,5841,107616,147504,72.95802148
109,GEN,OMALUR,"KRISHNAN, C.",ADK(JL),32275,42.35,"CHINNARAJU, K.",DMK,21793,28.6,10482,76204,143933,52.94407815
110,GEN,OOTACAMUND,RAJU H.M.,INC,35541,36.76,T. GUNDAN ALIAS GUNDA GOWDER,DMK,34735,35.93,806,96683,141234,68.45589589
111,GEN,ORATHANAD,"GANESAN, L.",DMK,49554,43.16,"SRINIVASAN, K.",ADK(JL),27576,24.02,21978,114813,140873,81.50106834
112,GEN,PADMANABHAPURAM,"NOOR MOHMED, S.",CPM,21489,27.24,"JOSEPH, A.T.C.",INC,20175,25.57,1314,78891,125883,62.67009842
113,GEN,PALACODE,"MADHAPAN, K.",ADK(JL),37168,38.77,"CHANDRASEKAR, T.",DMK,32668,34.08,4500,95857,145254,65.9926749
114,SC,PALANI,N. PALANIVEL,CPM,34379,33.21,B. PANNEERSELVAM ALIAS PANNIRUKAISELVAN,INC,31524,30.45,2855,103520,150829,68.634016
115,GEN,PALAYAMCOTTAI,"GURUNATHAN, S.",DMK,34046,34.41,"KHAJA MOHIDEEN, S.A.",MUL,31615,31.95,2431,98943,151200,65.43849206
116,GEN,PALLADAM,"KANAPPAN, M.",DMK,45395,39.12,"SIVARAJ, K.",ADK(JL),31819,27.42,13576,116038,159768,72.62906214
117,GEN,PALLIPET,"EAKAMBARA REDDY, A.",INC,30417,30.46,"NARASIMHAN, P.M.",ADK(JL),26040,26.07,4377,99866,138436,72.13875004
118,GEN,PANAMARATHUPATTY,SIVALINGAM S.R.,DMK,29805,31.89,"THANGAVELAN, P.",ADK(JL),27980,29.94,1825,93458,147552,63.33902624
119,GEN,PANRUTI,NANDA GOPALAKIRUTINAN K.,DMK,52395,56.24,"DEVASUDARAM, R.",ADK(JL),17487,18.77,34908,93166,132406,70.36388079
120,GEN,PAPANASAM,G. KARUPPIAH MOOPANAR,INC,36278,38.89,S. KALYANASUNDARAM,DMK,35186,37.72,1092,93290,128105,72.82307482
121,SC,PARAMAKUDI,"SUNDARARAJ, S.",ADK(JL),37494,36.53,"KANDASMAY, K.V.R",DMK,34080,33.2,3414,102641,151860,67.58922692
122,GEN,PARK TOWN,"RAHMANKHAN, A.",DMK,37083,49.25,BABUJI GAUTAM,ADK(JL),16940,22.5,20143,75296,113205,66.51296321
123,GEN,PATTUKKOTTAI,ANNADURAI K.,DMK,41224,37.19,MARIMUTHU A. R.,INC,26543,23.94,14681,110852,145353,76.2639918
124,GEN,PENNAGARAM,"NANJAPPAN, N.",IND,15498,21.09,"SRINIVASAN, P.",ADK(JL),14555,19.81,943,73468,147380,49.84936898
125,SC,PERAMBALUR,R. PITCHAIMUTHU,CPI,34829,34.51,M. DEVARAJ,DMK,34398,34.09,431,100912,151357,66.67151172
126,SC,PERAMBUR,CHENGAI SIVAM ALIAS SAJAISVAM J.,DMK,65681,53.86,"VISWANATHAN, P.",INC,25691,21.07,39990,121939,184148,66.2179334
127,GEN,PERANAMALLUR,R. ETTIYAPPAN,DMK,41908,45.86,JAISON JACOB.,ADK(JL),24588,26.9,17320,91392,142908,63.95163322
128,GEN,PERAVURANI,SINGARAM R.,INC,33467,29.59,KRISHNAMOORTHY M.,DMK,32716,28.93,751,113093,136856,82.63649383
129,GEN,PERIYAKULAM,L.MOOKAIAH,DMK,35215,34.15,S. SHEIK ABDUL KHADAR,INC,29622,28.73,5593,103114,151319,68.14345852
130,SC,PERNAMBUT,"GOVINDAN, V.",DMK,42264,42.94,"TAMILARASAN, I.",ADK(JL),30818,31.31,11446,98431,139817,70.39987984
131,GEN,PERUNDURAI,V.N. SUBRAMANIAN SON OF NACHMUTHU GOUNDER,ADK(JL),39654,34.89,R. ARUMUGAM,INC,24956,21.96,14698,113650,150170,75.68089499
132,GEN,PERUR,"NATARAJAN, A.",DMK,64565,47.4,"BALASUBRAMANIAN, V.D.",IND,34632,25.42,29933,136222,192421,70.79372834
133,GEN,POLLACHI,V.P. CHANDRASEKAR,ADK(JL),41749,37.25,P.T.BALU,DMK,37975,33.89,3774,112070,156063,71.8107431
134,GEN,POLUR,A. RAJENDRAN,DMK,31478,38.8,S. KANNAN,ADK(JL),21334,26.29,10144,81137,132966,61.02086248
135,GEN,PONGALUR,"BALASUBRAMONIYAM, S.R.",INC,31691,32.25,"PALANISAMY, N.S.",ADK(JL),31251,31.81,440,98254,130422,75.33544954
136,SC,PONNERI,"SUNDARAM, K.",DMK,51928,44.53,"TAMIZHARASAN, K.",ADK(JL),44321,38.01,7607,116616,166812,69.90863967
137,GEN,POOMPUHAR,M. MOHAMED SIDDIK,DMK,40657,47.33,R. RAJAMANNAR,ADK(JL),16839,19.6,23818,85897,130542,65.80027884
138,GEN,POONAMALLEE,"MASILAMANI, T.R.",DMK,58640,48.11,"ANANTHAKRISHNA, G.",INC,29345,24.07,29295,121900,184163,66.19136309
139,SC,POTTAPIDARAM,M. MUTHIAH,DMK,25467,31.69,O.S. VELUCHAMI,INC,23724,29.52,1743,80353,122928,65.36590525
140,GEN,PUDUKKOTTAI,PERIYANNAN A.,DMK,45534,36.24,ERAMA VEERAPPAN,ADK(JR),26254,20.89,19280,125661,162152,77.4958064
141,GEN,PURASAWALKAM,"VEERASAMY ARCOT, N.",DMK,68640,49.88,"RANGANATHAN, B.",ADK(JL),30376,22.07,38264,137613,204074,67.43289199
142,GEN,RADHAPURAM,RAMANI NALLATHAMBI,INC,29432,32.19,"KARTHESAN, V.",DMK,24930,27.27,4502,91424,143444,63.73497672
143,SC,RAJAPALAYAM,"RAJAN, V.P.",DMK,49137,40.75,ARUNACHALAM M,INC,45122,37.42,4015,120575,159823,75.44283363
144,GEN,RAMANATHAPURAM,"RAJENTHIRAN, M.S.K.",DMK,38747,36.21,"SEKAR, S.",ADK(JL),24636,23.03,14111,106993,156764,68.25100151
145,GEN,RANIPET,"HASSAIN, J.",IND,27724,30.08,"KUPPUSAMI, M.",DMK,23784,25.8,3940,92179,164533,56.02462728
146,GEN,RASIPURAM,"SUBBU, A.",DMK,39534,35.75,"THAMILARASU, V.",ADK(JL),39074,35.33,460,110592,155741,71.01020284
147,GEN,RISHIVANDIAM,EKAL M. NETESA VDYAR,DMK,48030,46.96,S. SIVARAJ,INC,42069,41.13,5961,102287,130994,78.08525581
148,GEN,ROYAPURAM,R. MATHIVANAN,DMK,37742,45.95,K. ARUMUGASWAMY,IND,25976,31.62,11766,82142,118588,69.26670489
149,GEN,SAIDAPET,R.S. SRIDHAR,DMK,57767,47.05,SAIDAI S. DURASMAY,ADK(JR),25178,20.51,32589,122784,188305,65.20485383
150,GEN,SALEM-I,"DHANABALAN, K.R.G.",DMK,49498,43.67,"PERIASAMY, C.N.K.A.",IND,26837,23.68,22661,113343,164974,68.70355329
151,GEN,SALEM-II,"ARUMUGAM, S.",DMK,45358,43.52,"NATESAN, M.",ADK(JL),24593,23.6,20765,104220,158332,65.8237122
152,SC,SAMAYANALLUR,N. SOUNDARAPANDIAN,DMK,53360,38.06,O.P. ERAMAN,ADK(JL),37410,26.68,15950,140212,212675,65.92782414
153,SC,SANKARANAYANARKOIL,"THANGAVELU, S.",DMK,46886,43.99,"MARUTHA KARUPPAN, K.",ADK(JL),24897,23.36,21989,106581,147593,72.21277432
154,GEN,SANKARAPURAM,"MUTHAIYAN, M.",DMK,35438,33.08,"KALITHEERATHAN, S.",ADK(JR),25421,23.73,10017,107129,144101,74.34299554
155,SC,SANKARI,"VARADARAJAN, R.",DMK,43365,41.72,DHANAPAL R.,ADK(JL),35496,34.15,7869,103953,174383,59.61188877
156,GEN,SATHYAMANGALAM,"SUBRAMANIAM, T.K.",DMK,30535,31.66,"PALANISAMY, S.K.",ADK(JL),29448,30.53,1087,96446,134394,71.7636204
157,GEN,SATTANGULAM,KUMARI ANATHAN,INC,24913,28.65,DURAI RAJ P.,DMK,23717,27.27,1196,86968,137325,63.33005644
158,GEN,SATTUR,S.S. KARUPPASAMY,DMK,52608,42.01,R. KOTHANARAMAN,ADK(JL),36546,29.18,16062,125236,172451,72.62120834
159,GEN,SEDAPATTI,"ATHIYAMAN, A.",DMK,29431,31.57,"MUTHIAH, R.",ADK(JL),22895,24.56,6536,93210,134643,69.22751276
160,ST,SENDAMANGALAM,"CHINNASAMY, K.",ADK(JL),36489,37.46,"ALAGAPPAN, C.",DMK,31452,32.29,5037,97400,155493,62.63947573
161,GEN,SHOLAVANDAN,"RADHAKRISHNAN, D.",DMK,33726,34.24,"MANIAN, P.S.",ADK(JL),28467,28.9,5259,98512,132766,74.19971981
162,GEN,SHOLINGHUR,A.M. MUNIRATHINAM,INC,33419,39.24,C. MANICKAM,DMK,28161,33.06,5258,85171,143254,59.4545353
163,GEN,SINGANALLUR,ERA MOHAN,DMK,63827,49.4,"SUBBIAH, P.L.",INC,25589,19.81,38238,129195,183302,70.48204602
164,SC,SIRKALI,PANNEERSELVAM M.,DMK,36512,40.78,RAMASAMY N.,INC,13737,15.34,22775,89543,134525,66.56234901
165,GEN,SIVAGANGA,"MANOHARAN, B.",DMK,33982,33.98,SUDARSANA NATCHIAPPAN E.M.,INC,32214,32.22,1768,99992,143895,69.48955836
166,GEN,SIVAKASI,"SEENIVSAN, P.",DMK,41027,31.2,"AYYAPPAN, K.",INC,35112,26.7,5915,131503,185980,70.70814066
167,SC,SRIPERUMBUDUR,E. KOTHANDAM,DMK,38496,42.21,ARULUPUGAZHENTHI,ADK(JL),32106,35.2,6390,91210,143453,63.58180031
168,GEN,SRIRANGAM,VENKATESWARA DIKSHIDAR Y.,JNP,42629,35,KRISHNAN KU. PA.,ADK(JL),34621,28.43,8008,121783,167690,72.62388932
169,GEN,SRIVAIKUNTAM,"DENIEL RAJ, S.",INC,29615,34.12,"JEGAVEERAPANDIAN, C.",DMK,26143,30.12,3472,86797,127689,67.97531502
170,GEN,SRIVILLIPUTHUR,"THANGAM, A.",DMK,45628,38.65,"THAMARAIKANI, R.",ADK(JR),32133,27.22,13495,118063,156247,75.56177079
171,SC,TALAVASAL,S. GUNASEKARAN,DMK,32309,33.93,T. RAJAMBAL,ADK(JL),26230,27.54,6079,95229,150564,63.24818682
