S.No,Type,Constituency,Winner Candidate,Winner Party.1,Winner Votes,Winner Votes %,Runner Up Candidate,Runner Up Party,Runner Up Votes,Runner Up %,Margin,Valid Votes,Electors,Poll%
28,GEN,CHEPAUK,ZEENATH SHERIFFDEEN,INC,29605,50.62,ANBAZHAGAN K.,DMK,25149,43,4456,58482,107928,54.18612408
29,GEN,CHERANMAHADEVI,PUTHUNAINAR ATHITHAN R.,ADK,59358,65.44,PANDIAN P. H.,IND,24890,27.44,34468,90705,139906,64.83281632
30,GEN,CHEYYAR,A. DEVARAJ,ADK,66061,60.59,V. ANBAZHAGAN,DMK,30106,27.61,35955,109021,157173,69.36369478
31,GEN,CHIDAMBARAM,ALAGIRI S.,INC,48767,51.2,PANNEERSELVAM M.R.K.,DMK,29114,30.57,19653,95244,142369,66.89939523
32,GEN,CHINNASALEM,PARAMASIVAM R.P.,ADK,66942,64.43,MOOKKAPPAN R.,DMK,27900,26.85,39042,103906,159970,64.95342877
33,GEN,COIMBATORE EAST,LAKSHMANAN V.K.,INC,46544,55.56,KARUNAKARAN K.C.,CPM,29019,34.64,17525,83780,162322,51.61345967
34,GEN,COIMBATORE WEST,SELVARAJ K.,INC,41194,51.08,RAMANATHAN M.,DMK,24696,30.62,16498,80640,145254,55.51654343
35,GEN,COLACHEL,PAULIAH A.,INC,52641,60.01,BATHAKBISHNAN R.,JD,19626,22.37,33015,87727,160212,54.75682221
36,SC,COONOOR,KARUPPUSAMY M.,ADK,53608,59.4,MAHALIAPPAN E.M.,DMK,31457,34.86,22151,90249,155447,58.05773029
37,GEN,CUDDALORE,VENKATESAN P.R.S.,INC,51459,48.6,PUGAZHENDHI E.,DMK,36284,34.27,15175,105873,172538,61.36213472
38,GEN,CUMBUM,O.R. RAMACHANDARAN,INC,59263,57.21,P. ERAMAR,DMK,35060,33.84,24203,103596,169718,61.04007825
39,SC,DHARAPURAM,ESWARAMURTHI P.,ADK,66490,65.49,SHANTHAKUMARI T.,DMK,28545,28.11,37945,101530,162002,62.67206578
40,GEN,DHARMAPURI,PONNUSAMY P.,INC,53910,51.11,CHINNASAMY R.,DMK,27017,25.61,26893,105484,171628,61.4608339
41,GEN,DINDIGUL,B. NIRMALA,ADK,80795,64,THANGARAJAN S. A.,CPM,36791,29.14,44004,126250,215517,58.58006561
42,GEN,DR. RADHAKRISHNAN NAGAR,MADHUSUDHNAN E.,ADK,66710,60.3,RAJASEKARAN V.,JD,41758,37.74,24952,110639,199052,55.58296325
43,GEN,EDAPADI,K. PALANISAMY,ADK,72379,58.24,P. KOLANDAI GOUNDER,PMK,31113,25.03,41266,124281,195456,63.58515472
44,SC,EGMORE,ELAMVAZHUTHI,DMK,23139,50.47,YASODHA D.,INC,21936,47.84,1203,45849,128272,35.74357615
45,GEN,ERODE,MANICKAM C.,ADK,96226,63.11,GANESHAMURTHY A.,DMK,52538,34.46,43688,152462,267353,57.0264781
46,GEN,GINGEE,ERAMASASS S.S.R.,INC,57390,51.75,RAMACHANDARAN N.,DMK,33916,30.58,23474,110903,166223,66.71940706
47,GEN,GOBICHETTIPALAYAM,SENGOTTAYAN K.A.,ADK,66423,68.18,SHANMOGAS UNDARAM V.P.,DMK,27211,27.93,39212,97428,142551,68.34606562
48,GEN,GUDALUR,RAJU K.R.,ADK,54766,48.46,KAMALATCHAN T.P.,CPM,42460,37.57,12306,113008,181632,62.21811135
49,GEN,GUDIYATHAM,DHANDAYUDAPANI V.,INC,63796,64.41,PARAMASIVAM R.,CPM,28897,29.17,34899,99053,157089,63.05533806
50,GEN,GUMMIDIPUNDI,SAKKUBAI R.,ADK,61063,54.77,VENU K.,DMK,28144,25.24,32919,111484,168898,66.00670227
51,GEN,HARBOUR,KARUNANIDHI M.,DMK,30932,48.66,SUPPU K.,INC,30042,47.26,890,63564,121040,52.51487112
52,SC,HARUR,ABARANJI P.,INC,66636,58.56,KARIYAMAL P.V.,PMK,24172,21.24,42464,113790,179487,63.39734911
53,GEN,HOSUR,MANOHARAN K.A.,INC,47346,47.64,VENKATASWAMY B.,JD,38600,38.84,8746,99377,177739,55.91175825
54,GEN,ILAYANGUDI,MA.SA.MA. RAMACHANDRAN,ADK,52994,61.92,N. NALLASETHUPATHI,DMK,28864,33.73,24130,85582,143630,59.58504491
55,GEN,JAYANKONDAM,CHINNAPPAN K. K.,INC,49406,44.69,DURAIRAJU S.,PMK,33238,30.06,16168,110557,151898,72.78371012
56,GEN,KADALADI,SATHIAMOORTHY V.,ADK,56552,55.65,KALIMUTHU K.,DMK,27098,26.67,29454,101619,192136,52.88909939
57,GEN,KADAYANALLUR,S. NAGOORMEERAN,ADK,55681,56.59,SAMSUDEEN ALIAS KATHIRAVAN,DMK,27971,28.43,27710,98387,152327,64.58933741
58,GEN,KALASAPAKKAM,SUNDARASAMI M.,INC,65096,57.35,THIRUVENGADAM P.S.,DMK,32152,28.33,32944,113497,156148,72.68552911
59,GEN,KANCHEEPURAM,PATTABIRAMAN C.P.,ADK,66429,56.03,MURUGESAN P.,DMK,39163,33.03,27266,118566,178367,66.47305836
60,SC,KANDAMANGALAM,V. SUBRAMANIAM,ADK,60628,57.16,S. ALAGUVELU,DMK,25348,23.9,35280,106066,166813,63.58377345
61,GEN,KANGAYAM,JAYALALITHA J.,ADK,69050,63.44,RAJKUMAR MANDRADIAR N.S.,DMK,35759,32.85,33291,108849,160773,67.70353231
62,GEN,KANNIYAKUMARI,AMMAMUTHU M.,ADK,54194,60.14,KRISHNAN C.,DMK,19835,22.01,34359,90109,158543,56.83568496
63,GEN,KAPILAMALAI,SARASWATHI P.,ADK,72903,67.03,MOORTHY S.,DMK,29050,26.71,43853,108764,169105,64.31743591
64,GEN,KARAIKUDI,KARPAGAM M.,ADK,71912,65.68,CHIDAMBARAM C. T.,DMK,33601,30.69,38311,109483,188714,58.01530358
65,GEN,KARUR,CHINNASAMY M.,ADK,89351,64.69,VASUKI M.,DMK,45259,32.77,44092,138114,216246,63.86892706
66,GEN,KATPADI,K.M. KALAISELVI,ADK,63005,56.43,DURAIMURUGAN,DMK,36866,33.02,26139,111652,173715,64.27309098
67,SC,KATTUMANNARKOIL,RAJENDIRAN N.R.,ADK,48103,52.11,VETRIVEERAN G.,PMK,21785,23.6,26318,92311,136540,67.60729457
68,GEN,KAVERIPATTINAM,MUNUSAMY K.P.,ADK,70136,69.67,GOVINDASAMY V.C.,DMK,22900,22.75,47236,100675,154730,65.06495185
69,GEN,KILLIYOOR,KUMARADAS D.,JD,26818,34.25,ROBERT SINGH PON.,INC,25650,32.76,1168,78295,140026,55.91461586
70,GEN,KINATHUKKADAVU,PALANISAMY N.S.,ADK,64358,65.88,KANDASAMY K.,DMK,31792,32.54,32566,97691,147834,66.08155093
71,GEN,KOILPATTI,SHYMALA R.,ADK,58535,61.81,AIYALUSAMY L.,CPI,30284,31.98,28251,94698,161982,58.46205134
72,SC,KOLATHUR,C. KULANDAIVELU,ADK,91350,76.51,V. RAJU,TMK,26038,21.81,65312,119389,174949,68.24217343
73,GEN,KRISHNAGIRI,MUNIVEKTATAPPAN K.,ADK,63729,69.92,MUSTA AHMED T.H.,DMK,23761,26.07,39968,91145,155585,58.58212553
74,SC,KRISHNARAYAPURAM,ARIVALAGAN A.,ADK,80676,76.04,NATARAJAN R.,DMK,24240,22.85,56436,106094,165027,64.28887394
75,GEN,KULITHALAI,A. PAPPA SUNDARAM,ADK,80499,69.83,S. P. SETHIRAMAN,DMK,33158,28.76,47341,115275,165240,69.76216412
76,GEN,KUMBAKONAM,ERAMANATHAN R.,ADK,67271,65.15,KUMARASAMY S.,JD,30962,29.99,36309,103256,160229,64.44276629
77,GEN,KURINJIPADI,SIVASUBRAMANIAN K.,ADK,51313,46.92,GANESHMOORTHY N.,DMK,38842,35.52,12471,109364,172154,63.52684225
78,GEN,KUTTALAM,ASAIMANI S.,ADK,60617,57.02,MANI KO. SI,DMK,37866,35.62,22751,106315,148950,71.37630077
79,GEN,LALGUDI,J. LOGAMBAL,INC,65742,54.88,K. N. NHERU,DMK,52225,43.59,13517,119798,166783,71.82866359
80,GEN,MADURAI CENTRAL,A. DEIVANAYAGAM,INC,47325,62.27,M. TAMILKUDIMAGAN,DMK,26717,35.16,20608,75994,141435,53.73068901
81,GEN,MADURAI EAST,AMARNATH O.S.,ADK,50336,64,KUMAR P .M.,CPM,20248,25.74,30088,78650,142993,55.00269244
82,GEN,MADURAI WEST,SHANMUGAM S.V.,INC,59586,63.35,PONMUTHURAMALINGAM,DMK,32664,34.73,26922,94060,183245,51.33018636
83,GEN,MADURANTHAKAM,P. CHOCKALINGAM,ADK,53752,54.11,S.D. OGAMCHAND,TMK,35349,35.59,18403,99336,149439,66.47260755
84,SC,MANAMADURAI,SUBRAMANIAN V. M.,ADK,66823,69.77,KASILINGAM K.,DMK,28535,29.79,38288,95775,157865,60.66892598
85,SC,MANGALORE,PURATCHIMANI S.,INC,62302,55.63,GANESAN V.,DMK,26549,23.71,35753,111985,169669,66.00203926
86,GEN,MANNARGUDI,K. SRINIVASAN,ADK,58194,52.32,V. VEERASENAN,CPI,50798,45.67,7396,111232,159854,69.58349494
87,GEN,MARUNGAPURI,K. PONNUSAMY,ADK,76476,66.88,N. SELVARAJ,DMK,34572,30.23,41904,114348,163372,69.99240996
88,GEN,MAYURAM,M. M. S. ABUL HASSAN,INC,54516,55.34,A. SENGUTTIVAN,DMK,31208,31.68,23308,98510,146043,67.45273652
89,GEN,MELMALAYANUR,JANAKIRAMAM G.,INC,56864,52.95,PANCHATCHARAM R.,DMK,30372,28.28,26492,107384,160282,66.99691793
90,GEN,MELUR,K. V. V. RAJAMANICKAM,INC,80348,72.33,N. PALANISAMY,CPM,27576,24.82,52772,111082,175149,63.42142975
91,GEN,METTUPALAYAM,SULOCHANA L.,ADK,72912,60.82,ARUNKUMAR B.,DMK,31173,26.01,41739,119873,186264,64.35650475
92,GEN,METTUR,S. SUNDARAMBAL,ADK,53368,49.3,G.K. MANI,PMK,26825,24.78,26543,108245,178129,60.7677582
93,GEN,MODAKURICHI,KAVINILAVU DHARMARAJ,ADK,78653,61.98,ELANCHEZHIAN K.,DMK,42178,33.24,36475,126904,188095,67.46803477
94,GEN,MORAPPUR,K. SINGARAM,ADK,53477,53.29,A. ARUNACHALAM,PMK,23973,23.89,29504,100353,148890,67.40076567
95,GEN,MUDUKULATHUR,BALAKRISHNAN S.,INC,40065,41.74,JOHN PANDIAN S.,PMK,29021,30.24,11044,95981,174823,54.90181498
96,GEN,MUGAIYUR,SAVITHIRI AMMAL R.,ADK,56118,55.91,SAMPATH A.G.,DMK,30698,30.58,25420,100371,155325,64.61999034
97,GEN,MUSIRI,M. THANGAVEL,ADK,70812,62.83,R. NATARASAN,DMK,39568,35.11,31244,112706,181551,62.07952586
98,GEN,MYLAPORE,RANGARAJAN T.M.,ADK,62845,59.31,NIRMALA SURESH,DMK,36149,34.12,26696,105954,197453,53.66036475
99,GEN,NAGAPATTINAM,KODIMARI R.,ADK,53050,52.2,VEERAJYAN G.,CPM,43116,42.42,9934,101629,149065,68.17764063
100,GEN,NAGERCOIL,MOSES M.,INC,56363,56.81,RETNARAJ S.,DMK,26311,26.52,30052,99205,177734,55.81655733
101,SC,NAMAKKAL,ANBALAGAN S.,ADK,79683,70.72,MAYAVAN R.,DMK,29788,26.44,49895,112669,186364,60.45641862
102,GEN,NANGUNERI,NATESAN PAULBAJ V.,ADK,65514,72.9,MANI ACHIYUR M.,DMK,21294,23.69,44220,89870,157676,56.99662599
103,SC,NANNILAM,K. GOPAL,ADK,60623,56.79,M. MANIMARAN,DMK,43415,40.67,17208,106753,152477,70.01252648
104,GEN,NATHAM,ANDI AMBALAM M.,INC,71902,73.02,CHELIAM P.,DMK,24124,24.5,47778,98465,156966,62.73014538
105,GEN,NATRAMPALLI,INDRAKUMARI R.,ADK,81446,68.05,RAJA N.K.,DMK,33917,28.34,47529,119682,176023,67.99225101
106,GEN,NELLIKUPPAM,DAMOTHARAN C.,ADK,57373,59.61,GOVINDARAJAN C.,CPM,22265,23.13,35108,96250,145061,66.351397
107,SC,NILAKOTTAI,A.S. PONNAMMAL,INC,62110,65.75,M. ARIVAZHAGAN,DMK,25050,26.52,37060,94463,161399,58.52762409
108,GEN,ODDANCHATRAM,CHELLAMUTHU A.T.,ADK,72669,69.83,MOHAN T.,DMK,30205,29.02,42464,104070,170862,60.9088036
109,GEN,OMALUR,KRISHNAN C.,ADK,60783,65.78,SADASIVAM K.,PMK,23430,25.36,37353,92406,159123,58.07205746
110,GEN,OOTACAMUND,RAJU H.M.,INC,53389,60.79,NATRAJ H.,DMK,27502,31.31,25887,87827,159035,55.22495048
111,GEN,ORATHANAD,ALAGUTHIRUNAVUKKABASU,ADK,68208,58.75,GANESAN L.,DMK,47328,40.77,20880,116099,156922,73.9851646
112,GEN,PADMANABHAPURAM,LAWRENCE K.,ADK,42950,51.85,NOOR MOHAMED S.,CPM,19657,23.73,23293,82838,143018,57.92138053
113,GEN,PALACODE,SEKHAR M.G,ADK,63170,62.17,ARUNACHALAM K.,JD,23911,23.53,39259,101609,161704,62.83641716
114,SC,PALANI,A. SUBBURATHINAM,ADK,70404,68.14,V. BALASEKAR,CPM,30591,29.61,39813,103326,181002,57.08555707
115,GEN,PALAYAMCOTTAI,DHARAMALINGAM P.,ADK,45141,46.11,KARUPPASAMY PANDIAN V.,TMK,38250,39.07,6891,97909,169762,57.67427339
116,GEN,PALLADAM,DURAIMURUGAN K.S.,ADK,69803,61.03,KANNAPPAN M.,DMK,37079,32.42,32724,114376,183291,62.40131812
117,GEN,PALLIPET,EAKAMBARA REDDY A.,INC,48516,51.89,ANNAMALAI L.S.,IND,17776,19.01,30740,93503,152410,61.34964897
118,GEN,PANAMARATHUPATTY,RAJARAM K.,ADK,70025,69.12,SIVALINGAM S.R.,DMK,19670,19.42,50355,101304,165166,61.33465725
119,GEN,PANRUTI,RAMACHANDARAN S.,PMK,39911,37.51,DEVASUNDARAM R.,ADK,38789,36.45,1122,106407,147023,72.3743904
120,GEN,PAPANASAM,S. RAJARAMAN,INC,54445,56.14,S. KALAYANASUNDARAM,DMK,32520,33.53,21925,96987,142902,67.86958895
121,SC,PARAMAKUDI,SUNDARARAJ S.,ADK,63577,66.72,CHANDRAN N.,CPI,25111,26.35,38466,95291,171075,55.7013006
122,GEN,PARK TOWN,BALARAMAN U.,INC,37747,55.05,RAHMANKHAN A.,DMK,25912,37.79,11835,68571,127309,53.86186365
123,GEN,PATTUKKOTTAI,BALASUBRAMANIAM K.,ADK,67764,62.07,ANNADURAI K.,DMK,39028,35.75,28736,109169,166059,65.74109202
124,GEN,PENNAGARAM,V. PURUSHOTHAMAN,ADK,49585,51.79,N.M. SUBRAMANIAM,PMK,30757,32.12,18828,95746,160888,59.51096415
125,SC,PERAMBALUR,SEZHIAN T.,ADK,76202,70.69,DEVARAJAN M.,DMK,25868,24,50334,107803,173979,61.96322545
126,SC,PERAMBUR,DR. M. P. SEKAR,ADK,62759,54.06,CHENGAI SIVAM,DMK,47307,40.75,15452,116088,214067,54.2297505
127,GEN,PERANAMALLUR,SRINIVASAN A.K.,ADK,56653,54.55,SUBRAMANIYAN G.,DMK,29481,28.39,27172,103846,158084,65.69039245
128,GEN,PERAVURANI,SINGARAM R.,INC,77504,67.56,GOVENDHAN M. R.,DMK,32962,28.73,44542,114717,154246,74.37275521
129,GEN,PERIYAKULAM,M. PERIYAVEERAN,ADK,70760,67.45,L. MOOKIAH,DMK,28718,27.37,42042,104915,175072,59.92677298
130,SC,PERNAMBUT,PARANDAMAN J.,ADK,67398,67.54,GOVINDAN V.,DMK,24900,24.95,42498,99784,161962,61.60951334
131,GEN,PERUNDURAI,V.N. SUBRAMANIAN,ADK,77277,70.28,T.K. NALIAPPAN,CPI,24060,21.88,53217,109961,164972,66.65434134
132,GEN,PERUR,RAJU K.P.,ADK,76676,57.55,NATARASAN A.,DMK,47017,35.29,29659,133240,225491,59.08883281
133,GEN,POLLACHI,CHANDRASEKAR V.P.,ADK,72736,63.32,ANDU ALIAS NACHIMUTHU M.N.,DMK,40195,34.99,32541,114867,178093,64.49832391
134,GEN,POLUR,T. VEDIYAPPAN,ADK,60262,62.13,A. REJENDRAN,DMK,21637,22.31,38625,97001,151807,63.89758048
135,GEN,PONGALUR,BALASUBRAMANIYAM S.R.,INC,64588,67.09,VIJAYALAKSHMI P.,DMK,23526,24.44,41062,96272,146903,65.53440025
136,SC,PONNERI,RAVIKUMAR E.,ADK,77374,64.74,PARTHASARATHY K.,DMK,36121,30.22,41253,119522,186052,64.24117989
137,GEN,POOMPUHAR,M. POORASAMY,ADK,52478,53.47,M. MOHAMED SIDDIK,DMK,33107,33.74,19371,98136,143688,68.29797895
138,GEN,POONAMALLEE,D. SUDARSANAM,INC,68392,55.5,D. RAJARATHANAM,DMK,44240,35.9,24152,123225,212565,57.97050314
139,SC,POTTAPIDARAM,RAJAMANNAR S.X.,ADK,52360,66.28,CHELLADURAI C.,DMK,25035,31.69,27325,79001,136686,57.79743353
140,GEN,PUDUKKOTTAI,SWAMINATHAN C.,INC,82205,66.44,MANI V. N.,DMK,38806,31.36,43399,123728,183488,67.43111266
141,GEN,PURASAWALKAM,RANGANATHAN B.,INC,71391,55.78,VEERASWAMY ARCOT N.,DMK,48559,37.94,22832,127992,231735,55.23205385
142,GEN,RADHAPURAM,RAMANI NALLATHAMBI,INC,51331,62.83,SARGUNARAJ N.,DMK,18600,22.77,32731,81704,159398,51.25785769
143,SC,RAJAPALAYAM,T. SATHIAH,ADK,68657,63.45,K. DHUNUSKEDI,TMK,37169,34.35,31488,108212,177434,60.98718397
144,GEN,RAMANATHAPURAM,THENNAVAN M.,ADK,62004,59,KADER M. A.,DMK,31635,30.1,30369,105098,176322,59.60572135
145,GEN,RANIPET,N.G. VENUGOPAL,ADK,65204,53.29,M ABDUL LATHEEF,DMK,32332,26.42,32872,122356,185387,66.00031286
146,GEN,RASIPURAM,K. PALANIAMMAL,ADK,75855,72.15,B.A.R. ELANGOAVAN,DMK,25625,24.37,50230,105129,167994,62.57902068
147,GEN,RISHIVANDIAM,GOVINDASRAJU M.,ADK,58030,61.56,THANGAM M.,DMK,24899,26.41,33131,94263,148616,63.42722183
148,GEN,ROYAPURAM,D. JAYAKUMAR,ADK,46218,59.04,R. MATHIVANAN,DMK,29565,37.77,16653,78278,133943,58.44127726
149,GEN,SAIDAPET,BALAN M.K.,ADK,63235,57.37,SRIDHAR R.S.,DMK,40473,36.72,22762,110216,209145,52.69836716
150,GEN,SALEM-I,JAYARAMAN S.R.,INC,72792,65.97,SUBASH G.K.,DMK,31698,28.73,41094,110335,185710,59.4125249
151,GEN,SALEM-II,NATESAN M.,ADK,66904,63.9,ARUMUGAM S.,DMK,26997,25.79,39907,104695,183748,56.97749091
152,SC,SAMAYANALLUR,KALIRAJAN M.,ADK,93161,69.98,SOUNDRAPANDIAN N.,DMK,37705,28.32,55456,133126,245314,54.26759174
153,SC,SANKARANAYANARKOIL,GOPALAKRISHNAN V.,ADK,65620,61.88,THANGAVELU S.,DMK,38772,36.56,26848,106043,163079,65.02553977
154,GEN,SANKARAPURAM,RAMASWAMY C.,ADK,71688,68.06,ARUNACHALAM S.,DMK,26610,25.26,45078,105329,164280,64.11553445
155,SC,SANKARI,SAROJA V.,ADK,79039,70.01,VARADARAJAN R.,DMK,27080,23.99,51959,112901,189946,59.43847199
156,GEN,SATHYAMANGALAM,SARASWATHI A.T.,ADK,63739,67.21,T.K. SUBRAMANIAM,DMK,26801,28.26,36938,94836,151431,62.62654278
157,GEN,SATTANGULAM,KUMARI ANATHAN,INC,52719,72.09,GANESA PANDIYAN M.A.,JD,16894,23.1,35825,73130,156063,46.85928119
158,GEN,SATTUR,RAMACHANDARAN K.K.S.S.R.,TMK,59942,48.63,SANNASI KARUPPASAMY,ADK,57703,46.81,2239,123261,192024,64.1904137
159,GEN,SEDAPATTI,R. MUTHIAH,ADK,52627,58.85,A. ATHIYAMAN,DMK,28158,31.49,24469,89430,147453,60.64983418
160,ST,SENDAMANGALAM,CHINNASAMY K.,ADK,72877,76.19,SIVAPPIRAKASAM S.,TMK,17316,18.1,55561,95653,169962,56.27905061
161,GEN,SHOLAVANDAN,PARAMASIVAN A.M.,ADK,66100,67.34,AMBIKAPATHY A.M.M.,DMK,30787,31.36,35313,98163,149340,65.73121736
162,GEN,SHOLINGHUR,A.M. MUNIRATHINAM,INC,58563,53.9,C. MANICKAM,DMK,24453,22.51,34110,108647,158696,68.4623431
163,GEN,SINGANALLUR,GOVINDARAJ P.,ADK,68069,55.46,SENGALIAPPAN R.,JD,46099,37.56,21970,122727,207250,59.21688782
164,SC,SIRKALI,MOORTHY T.,ADK,62321,61.29,PANNERSELVAM M.,DMK,28337,27.87,33984,101690,150643,67.50396633
165,GEN,SIVAGANGA,K. R. MURUGANANDAM,ADK,69506,72.69,B. MANOHARAN,DMK,23635,24.72,45871,95621,157969,60.53149669
166,GEN,SIVAKASI,BALAGANGADHARAN J.,ADK,84785,66.75,BOOPATHI RAJARAM B.,DMK,37059,29.17,47726,127025,208155,61.02423675
167,SC,SRIPERUMBUDUR,POLUR VARADHAN,INC,63656,60.95,GODANDAM E.,DMK,31220,29.89,32436,104448,160453,65.09569781
168,GEN,SRIRANGAM,P. A. KRISHNAN,ADK,82462,70.51,R. JAYABALAN,JD,30918,26.44,51544,116957,188175,62.15331473
169,GEN,SRIVAIKUNTAM,DANIEL RAJ S.,INC,50800,62.54,DAVID SELVIN S.,DMK,23486,28.91,27314,81233,142524,56.99601471
170,GEN,SRIVILLIPUTHUR,R. THAMARAIKKANI,IND,38908,34.28,R. VINAYAGAMOORTHI,ADK,37739,33.25,1169,113502,172833,65.67148635
171,SC,TALAVASAL,KANDASAMY K.,INC,74204,73.74,GUNASEKARAN S.,DMK,20757,20.63,53447,100633,169151,59.49299738
172,GEN,TAMBARAM,S.M. KRISHNAN,INC,111588,57.82,M.A. VAIDIALLINGAM,DMK,64740,33.54,46848,193002,373559,51.66573419
173,GEN,TARAMANGALAM,PALANISAMY R.,INC,50538,47.66,AMMASI S.,PMK,42204,39.8,8334,106036,166184,63.80638329
174,GEN,TENKASI,PETER ALPHONSE S.,INC,65142,62.1,RAMAKRISHNAN S.,DMK,28263,26.94,36879,104893,161652,64.8881548
175,GEN,THALLI,M. VENKATARAMAREDDY,INC,38831,45.88,V. RANGAREDDY,BJP,28270,33.41,10561,84627,147078,57.53885693
176,GEN,THANDARAMBATTU,SUNDARAM M.K.,ADK,69433,64.26,PONMUDI D.,DMK,32570,30.14,36863,108047,154707,69.83976161
177,GEN,THANJAVUR,SOMASUNDARAM S. D.,ADK,64363,58.65,UBAYADULLAH S. N. M.,DMK,44502,40.55,19861,109736,183277,59.87439777
178,GEN,THEAGARAYA NAGAR,S. JAYAKUMAR,ADK,64460,61.19,S.A. GANESAN,DMK,33147,31.47,31313,105341,204830,51.42850168
179,GEN,THENI,V.R. NEDUNCHEZHIAN,ADK,67739,61.51,L.S.R. KRISHNAN,DMK,26439,24.01,41300,110122,178491,61.69610793
180,GEN,THIRUMANGALAM,"T,K. RADHAKRISHNAN",ADK,62774,64.87,R. SAMINATHAN,DMK,31511,32.56,31263,96774,160424,60.32389169
181,GEN,THIRUMAYAM,S. REGUPATHY,ADK,72701,70.38,ERAMA GOVINDARASAN,TMK,27970,27.08,44731,103295,172211,59.98165042
