S.No,Type,Constituency,Winner Candidate,Winner Party.1,Winner Votes,Winner Votes %,Runner Up Candidate,Runner Up Party,Runner Up Votes,Runner Up %,Margin,Valid Votes,Electors,Poll%
182,GEN,THIRUNAVALUR,J. PANNEERSELVAM,ADK,56353,58.8,A.V. BALASUBRAMANIYAM,DMK,28367,29.6,27986,95835,139727,68.5873167
183,GEN,THIRUVATTAR,NADESAN R.,INC,45591,50.49,HEMACHANDRAN J.,CPM,28762,31.86,16829,90289,149139,60.54016723
184,GEN,THIRUVERAMBUR,T. RATHINAVEL,ADK,69596,59.76,PAPPA UMANATH,CPM,43074,36.99,26522,116460,211377,55.09587136
185,GEN,THIRUVIDAMARUDUR,N. FANNEERSELVAM,INC,62523,56.24,S. RAMALINGAM,DMK,37392,33.64,25131,111163,153316,72.505805
186,GEN,THIRUVONAM,THANGAMUTHU K.,ADK,75141,64.73,RAMACHANDRAN M.,DMK,40173,34.61,34968,116090,161027,72.09349985
187,GEN,THIRUVOTTIYUR,KUPPAN K.,ADK,85823,56.54,PALLANISAMY T.K.,DMK,58501,38.54,27322,151797,262462,57.83580099
188,GEN,THONDAMUTHUR,C. ARANGANAYAGAM,ADK,92362,61.95,U.K. VELLINGIRI,CPM,45218,30.33,47144,149081,260841,57.15397503
189,GEN,THOTTIAM,SIVAPATHI N. R.,ADK,79594,73.51,KANNAIYAN K.,DMK,26868,24.81,52726,108278,159843,67.74022009
190,GEN,THOUSAND LIGHTS,KRISHNA SWAMY K.A.,ADK,55426,56.5,STALIN M.K.,DMK,38445,39.19,16981,98092,176708,55.51078616
191,GEN,TINDIVANAM,PANNIRSELVAM S.,INC,48317,50.58,MASILAMANI R.,DMK,29282,30.65,19035,95532,145939,65.46022653
192,GEN,TIRUCHENDUR,CHELLADURAI A.,ADK,54442,58.63,PANDIAN A.S.,DMK,27794,29.93,26648,92864,173304,53.58445275
193,GEN,TIRUCHENGODE,SELVAGANAPATHI T.M.,ADK,113545,74.1,RAMASAMY V.,CPM,34886,22.77,78659,153222,260517,58.81458792
194,GEN,TIRUCHIRAPALLI-I,S. AROKIASAMY,ADK,42774,56.68,A. MALARAMANNAN,DMK,27839,36.89,14935,75471,129007,58.50147666
195,GEN,TIRUCHIRAPALLI-II,MALA SELVI G. R.,ADK,54664,57.18,ANBIL POYYAMOZHI,DMK,34120,35.69,20544,95597,180072,53.08820916
196,GEN,TIRUNELVELI,VELIAH D.,ADK,63138,62.81,SUBRAMANIAN A.L.,DMK,32853,32.68,30285,100516,165240,60.83030743
197,GEN,TIRUPPARANKUNDRAM,ANDI THEVAR S.,ADK,83180,59.6,RAMACHANDRAN C.,DMK,52923,37.92,30257,139557,249769,55.87442797
198,GEN,TIRUPPATTUR,SUNDARVEL A.K.C.,ADK,69402,62.24,SUNDARAM B,DMK,33498,30.04,35904,111503,181330,61.49175536
199,SC,TIRUPPORUR,M. DHANPAL,ADK,60262,56.55,G. CHOCKALINGAM,DMK,29698,27.87,30564,106559,159767,66.69650178
200,GEN,TIRUPPUR,PALANISAMY V.,ADK,92509,57.92,GOVINDASAMY C.,CPM,55868,34.98,36641,159707,255427,62.52549652
201,SC,TIRUTHURAIPUNDI,PALANISAMY G.,CPI,62863,53.58,VEDAIYAN V.,INC,50797,43.3,12066,117327,161577,72.61367645
202,GEN,TIRUTTANI,RASANBABU ALIAS THANIGAI BABU K.,ADK,50037,53.2,CHINRAJEEVULU NAIDU C.,JD,27845,29.61,22192,94046,153507,61.2649586
203,GEN,TIRUVADANAI,RAMASAMY AMBALAM,INC,65723,62.92,SORNALINGAM,JD,35187,33.68,30536,104461,180875,57.75314444
204,GEN,TIRUVAIYARU,KALAIPERUMAL P.,ADK,57648,59.68,CHANDRASEKARAN DURAI,DMK,37249,38.56,20399,96598,145334,66.46620887
205,GEN,TIRUVALLUR,SAKKUBAI DEVARAJ D.,ADK,54267,56.91,SUBRAMANI C.,DMK,27847,29.2,26420,95353,152972,62.33362968
206,GEN,TIRUVANNAMALAI,KANNAN V.,INC,67034,58.94,PITCHANDI K.,DMK,38115,33.51,28919,113737,171857,66.18118552
207,SC,TIRUVARUR,V. THAMBUSAMY,CPM,55653,51.22,M. RAMASAMY,INC,50406,46.39,5247,108665,158043,68.75660422
208,GEN,TRIPLICANE,MOHAMAD ASIF,ADK,39028,55.07,NANJIL K. MANOHARAN,DMK,26576,37.5,12452,70872,129453,54.7472828
209,GEN,TUTICORIN,RAMESH V.P.R.,ADK,79552,66.09,PERIASAMY N.,DMK,38157,31.7,41395,120361,208186,57.81416618
210,GEN,UDUMALPET,K.P. MANIVASAGAM,ADK,75262,60.42,R.T. MARIAPPAN,DMK,44990,36.12,30272,124574,186110,66.9356832
211,SC,ULUNDURPET,ANANDAN M.,ADK,71785,65.19,MAYILVAHANAN PON,DMK,26500,24.06,45285,110122,176021,62.56185342
212,ST,UPPILIAPURAM,RAVICHANDARAN V.,ADK,69748,67.46,SUNDRAVADANAM M.,DMK,32392,31.33,37356,103396,165647,62.41948239
213,GEN,USILAMPATTI,R. PANDIAMMAL,ADK,41654,50.3,P.N. VALLARASU,FBL,38460,46.44,3194,82818,155036,53.41856085
214,GEN,UTHIRAMERUR,KANCHI PANNEERSELVAM,ADK,63367,55.46,K. SUNDAR,DMK,29273,25.62,34094,114265,166439,68.6527797
215,SC,VALANGIMAN,PANCHAVARNAM K.,ADK,58504,64.59,SENTHAMIL CHELVAN S.,DMK,30816,34.02,27688,90579,129813,69.77652469
216,SC,VALPARAI,A. SRIDHARAN,ADK,55284,60.71,A.T. KARUPPAIAH,CPI,34100,37.45,21184,91063,142551,63.88099698
217,SC,VANDAVASI,THAMAZHARASAN C.K.,ADK,55990,53.34,RAJAGOPAL V.,DMK,26496,25.24,29494,104974,162559,64.57593858
218,GEN,VANIAYAMBADI,SAMPATH E.,INC,53354,54.98,ABDUL HAMEED A.,DMK,33523,34.54,19831,97046,172507,56.25626786
219,SC,VANUR,ARUMUGAM S.,ADK,60128,56.3,JAYASEELAN N.V.,DMK,23659,22.15,36469,106795,169151,63.13589633
220,SC,VARAHUR,E.T. PONNUVELU,ADK,59384,57.7,C. THIYAGARAJAN,DMK,31155,30.27,28229,102910,155654,66.11458748
221,SC,VASUDEVANALLUR,ESWARAN R.,INC,54688,58.28,KRISHNAN R.,CPM,34374,36.63,20314,93835,149712,62.67700652
222,GEN,VEDARANYAM,P. V. RAJENDRAN,INC,55957,49.22,M. MEENASHI SUNDARAM,DMK,39089,34.39,16868,113679,141246,80.48298713
223,GEN,VEDASANDUR,GANDHIRAJAN S.,ADK,94937,76.47,MUTHUSAMY P.,DMK,27847,22.43,67090,124147,203269,61.07522544
224,GEN,VEERAPANDI,ARJUNAN K.,ADK,79725,68.12,VENKATACHALAM P.,DMK,23451,20.04,56274,117028,194734,60.09633654
225,GEN,VELLAKOIL,DHURAI RAMASWAMMY,ADK,68225,62.85,SUBBULAKSHMI JEGADEESAN,DMK,38638,35.59,29587,108556,157927,68.73808785
226,GEN,VELLORE,GNANASEKARAN C.,INC,60698,58.3,RAMALINGAM A.M.,DMK,37632,36.15,23066,104111,192744,54.01517038
227,GEN,VILATHIKULAM,KANAGAVALLI N.C.,ADK,53713,62.1,MAVELRAJ S.,DMK,32004,37,21709,86489,147419,58.66882831
228,GEN,VILAVANCODE,M. SUNDARADAS,INC,50151,48.86,D. MONY,CPM,38842,37.85,11309,102634,178941,57.35633533
229,GEN,VILLIVAKKAM,KALAN E.,INC,118196,55.49,VARADARAJAN W.R.,CPM,71963,33.79,46233,212993,428210,49.74031433
230,GEN,VILLUPURAM,D. JANAARDHANAN,ADK,55105,48.82,K. DEIVASIGAMANI ALIAS PONMUDI,DMK,37665,33.37,17440,112866,176980,63.77330772
231,GEN,VIRUDHUNAGAR,SANJAY RAMASWAMY,ICS(SCS),53217,56.07,VEERASAMY G.,JD,33816,35.63,19401,94911,164459,57.71104044
232,GEN,VRIDHACHALAM,ARANGANATHAN R.D.,ADK,51931,45.05,RAJENDIRAN A. ALIAS DEERAN,PMK,37634,32.65,14297,115262,162791,70.80366851
233,ST,YERCAUD,PERUMAL C.,ADK,59324,72.33,DHANAKODI VEDAN,DMK,13745,16.76,45579,82021,141647,57.90521508
